chromosome	window_pos_1	window_pos_2	group	piawka_pi	pixy_pi
scaffold_1	1310000	1320000	MIX Sibiryakov Island	0.00402715	0.0021467290971648
scaffold_1	1310000	1320000	North America	0.00375775	0.0019986939334335
scaffold_1	1310000	1320000	Northern Ural	0.00557165	0.0019611886895162
scaffold_1	1310000	1320000	Scandinavia	0.00742153	0.0040912818265628
scaffold_1	1310000	1320000	Siberia SC	0.000364303	0.0001055225081963
scaffold_1	1310000	1320000	West Siberia	0.00539815	0.0030553232760574
scaffold_1	1310000	1320000	admixed	0.00620436	0.0032117655757064
scaffold_1	1320000	1330000	Central Europe	0.0107512	0.0031146823157004
scaffold_1	1320000	1330000	East Siberia	0.00478159	0.0031558162838812
scaffold_1	1320000	1330000	Karelia	0.000407901	0.000245040845011
scaffold_1	1320000	1330000	MIX Amur Basin	0.00642281	0.003712838332601
scaffold_1	1320000	1330000	MIX Central Siberia	0.00568349	0.0026011105125767
scaffold_1	1320000	1330000	MIX Sibiryakov Island	0.00517505	0.0028935583878746
scaffold_1	1320000	1330000	North America	0.00509348	0.003142673019269
scaffold_1	1320000	1330000	Northern Ural	0.00648356	0.0022314252357886
scaffold_1	1320000	1330000	Scandinavia	0.00444284	0.0030917741173929
scaffold_1	1320000	1330000	Siberia SC	0.000312886	0.0002404124207035
scaffold_1	1320000	1330000	West Siberia	0.0075382	0.0044710098497222
scaffold_1	1320000	1330000	admixed	0.00801871	0.0039733666906093
scaffold_1	1330000	1340000	Central Europe	0.0112948	0.0035675118963855
scaffold_1	1330000	1340000	East Siberia	0.00591596	0.0034672426791914
scaffold_1	1330000	1340000	Karelia	0.000563746	0.0004363889503783
scaffold_1	1330000	1340000	MIX Amur Basin	0.00340179	0.0017607028595502
scaffold_1	1330000	1340000	MIX Central Siberia	0.00480865	0.001818069307706
scaffold_1	1330000	1340000	MIX Sibiryakov Island	0.00435941	0.0026347536037277
scaffold_1	1330000	1340000	North America	0.0050319	0.0029834097931443
scaffold_1	1330000	1340000	Northern Ural	0.00715029	0.0022494602740492
scaffold_1	1330000	1340000	Scandinavia	0.0074032	0.0037617837447835
scaffold_1	1330000	1340000	Siberia SC	0.000270934	3.0271596766186223e-05
scaffold_1	1330000	1340000	West Siberia	0.00542598	0.0030686687992812
scaffold_1	1330000	1340000	admixed	0.00779968	0.0042432594720671
scaffold_1	1340000	1350000	Central Europe	0.00748946	0.0023763986772239
scaffold_1	1340000	1350000	East Siberia	0.00143109	0.0008171759802983
scaffold_1	1340000	1350000	Karelia	0.000694395	0.0004047501556543
scaffold_1	1340000	1350000	MIX Amur Basin	0.00331007	0.0018370478165934
scaffold_1	1340000	1350000	MIX Central Siberia	0.00224675	0.0008616597282878
scaffold_1	1340000	1350000	MIX Sibiryakov Island	0.00335968	0.0015702035945868
scaffold_1	1340000	1350000	North America	0.00236476	0.0013625775968129
scaffold_1	1340000	1350000	Northern Ural	0.0035856	0.0006723602319599
scaffold_1	1340000	1350000	Scandinavia	0.00478979	0.0022414489840087
scaffold_1	1340000	1350000	Siberia SC	0.000200754	9.83722899312448e-05
scaffold_1	1340000	1350000	West Siberia	0.00305661	0.0016942438516468
scaffold_1	1340000	1350000	admixed	0.00453317	0.0021152110422432
scaffold_1	1350000	1360000	Central Europe	0.00726491	0.0018359593963243
scaffold_1	1350000	1360000	East Siberia	0.00136668	0.0006845433712271
scaffold_1	1350000	1360000	Karelia	0.000952984	0.0004537301837525
scaffold_1	1350000	1360000	MIX Amur Basin	0.00366156	0.0021655022756837
scaffold_1	1350000	1360000	MIX Central Siberia	0.00287092	0.0009721743357279
scaffold_1	1350000	1360000	MIX Sibiryakov Island	0.00360103	0.0016455704991563
scaffold_1	1350000	1360000	North America	0.00372018	0.0017653179920657
scaffold_1	1350000	1360000	Northern Ural	0.00463772	0.0011398100849044
scaffold_1	1350000	1360000	Scandinavia	0.00500012	0.0022950317807823
scaffold_1	1350000	1360000	Siberia SC	0.000163038	0.0001334925876484
scaffold_1	1350000	1360000	West Siberia	0.00319103	0.0013912056829368
scaffold_1	1350000	1360000	admixed	0.00487026	0.0018339426991544
scaffold_1	1360000	1370000	Central Europe	0.00712133	0.0018794049941915
scaffold_1	1360000	1370000	East Siberia	0.00133523	0.000826835063158
scaffold_1	1360000	1370000	Karelia	0.00116874	0.0009208286244229
scaffold_1	1360000	1370000	MIX Amur Basin	0.00382882	0.0019000958003639
scaffold_1	1360000	1370000	MIX Central Siberia	0.00272966	0.0010211741512331
scaffold_1	1360000	1370000	MIX Sibiryakov Island	0.0025633	0.001310489466609
scaffold_1	1360000	1370000	North America	0.00237856	0.0016144939570958
scaffold_1	1360000	1370000	Northern Ural	0.00491324	0.0016873707805649
scaffold_1	1360000	1370000	Scandinavia	0.00410509	0.0017411987395313
scaffold_1	1360000	1370000	Siberia SC	0.000361716	0.0002677703654239
scaffold_1	1360000	1370000	West Siberia	0.00418313	0.0021228288683271
scaffold_1	1360000	1370000	admixed	0.00477314	0.0023566339569122
scaffold_1	1370000	1380000	Central Europe	0.00885491	0.0021292224513951
scaffold_1	1370000	1380000	East Siberia	0.00193699	0.0008488695385812
scaffold_1	1370000	1380000	Karelia	0.00466478	0.002137823719572
scaffold_1	1370000	1380000	MIX Amur Basin	0.00487018	0.0025569332740036
scaffold_1	1370000	1380000	MIX Central Siberia	0.00281336	0.0009406935175377
scaffold_1	1370000	1380000	MIX Sibiryakov Island	0.00214472	0.0010887592320817
scaffold_1	1370000	1380000	North America	0.00176722	0.0011641834014102
scaffold_1	1370000	1380000	Northern Ural	0.00466362	0.0010489158594915
scaffold_1	1370000	1380000	Scandinavia	0.00455016	0.0018231961864383
scaffold_1	1370000	1380000	Siberia SC	0.000608447	0.0004489832400376
scaffold_1	1370000	1380000	West Siberia	0.00467909	0.0023527582342489
scaffold_1	1370000	1380000	admixed	0.00490508	0.0020307358317386
scaffold_1	1380000	1390000	Central Europe	0.0105027	0.0033028444845758
scaffold_1	1380000	1390000	East Siberia	0.00323879	0.0024452808827134
scaffold_1	1380000	1390000	Karelia	0.0045561	0.0021785726997521
scaffold_1	1380000	1390000	MIX Amur Basin	0.00737704	0.0043167964404894
scaffold_1	1380000	1390000	MIX Central Siberia	0.00550757	0.0019905936299666
scaffold_1	1380000	1390000	MIX Sibiryakov Island	0.00622699	0.00463428920942
scaffold_1	1380000	1390000	North America	0.00228321	0.0013540759977555
scaffold_1	1380000	1390000	Northern Ural	0.00743267	0.0017343798203638
scaffold_1	1380000	1390000	Scandinavia	0.00385847	0.0023180576578359
scaffold_1	1380000	1390000	Siberia SC	0.000423592	0.0001527420782946
scaffold_1	1380000	1390000	West Siberia	0.00418425	0.0025246014276025
scaffold_1	1380000	1390000	admixed	0.00780491	0.0034877557152937
scaffold_1	1390000	1400000	Central Europe	0.00986828	0.0035536715306541
scaffold_1	1390000	1400000	East Siberia	0.0041108	0.0035504823115826
scaffold_1	1390000	1400000	Karelia	0.00523586	0.0027636696033216
scaffold_1	1390000	1400000	MIX Amur Basin	0.00613917	0.0043434548584921
scaffold_1	1390000	1400000	MIX Central Siberia	0.00637705	0.003045744089429
scaffold_1	1390000	1400000	MIX Sibiryakov Island	0.00496668	0.0035350422948035
scaffold_1	1390000	1400000	North America	0.00337626	0.0022948164417375
scaffold_1	1390000	1400000	Northern Ural	0.00839569	0.0025825993008258
scaffold_1	1390000	1400000	Scandinavia	0.00673311	0.005205550830538
scaffold_1	1390000	1400000	Siberia SC	0.000771397	0.0006402926156834
scaffold_1	1390000	1400000	West Siberia	0.00447151	0.0032641968374059
scaffold_1	1390000	1400000	admixed	0.00763622	0.0039221825248207
scaffold_1	1400000	1410000	Central Europe	0.007479	0.0015554629300156
scaffold_1	1400000	1410000	East Siberia	0.00112171	0.0006621105182951
scaffold_1	1400000	1410000	Karelia	0.00218102	0.0015760053272664
scaffold_1	1400000	1410000	MIX Amur Basin	0.00301356	0.0022177345327703
scaffold_1	1400000	1410000	MIX Central Siberia	0.00376375	0.002127009637384
scaffold_1	1400000	1410000	MIX Sibiryakov Island	0.00375482	0.0021695454251566
scaffold_1	1400000	1410000	North America	0.00194188	0.0013750755486462
scaffold_1	1400000	1410000	Northern Ural	0.00416582	0.00064588870213
scaffold_1	1400000	1410000	Scandinavia	0.00291267	0.0010856336793859
scaffold_1	1400000	1410000	Siberia SC	0.000140477	7.855430842979072e-05
scaffold_1	1400000	1410000	West Siberia	0.0046779	0.0025151092990588
scaffold_1	1400000	1410000	admixed	0.00548355	0.0029639917432017
scaffold_1	1410000	1420000	Central Europe	0.00848536	0.0021042662147597
scaffold_1	1410000	1420000	East Siberia	0.00320201	0.0016488052533462
scaffold_1	1410000	1420000	Karelia	0.00410344	0.0017522633609458
scaffold_1	1410000	1420000	MIX Amur Basin	0.00548415	0.0029020133331499
scaffold_1	1410000	1420000	MIX Central Siberia	0.00481503	0.001207737448285
scaffold_1	1410000	1420000	MIX Sibiryakov Island	0.00782848	0.0022255869529525
scaffold_1	1410000	1420000	North America	0.00387451	0.0022672787074987
scaffold_1	1410000	1420000	Northern Ural	0.00498393	0.0007399088894781
scaffold_1	1410000	1420000	Scandinavia	0.00544579	0.0028112888181351
scaffold_1	1410000	1420000	Siberia SC	0.000591881	0.0002376357592201
scaffold_1	1410000	1420000	West Siberia	0.00710114	0.0027670241571052
scaffold_1	1410000	1420000	admixed	0.00866633	0.0027348100665892
scaffold_1	1420000	1430000	Central Europe	0.00910162	0.0027493700487457
scaffold_1	1420000	1430000	East Siberia	0.00272796	0.0017358546014444
scaffold_1	1420000	1430000	Karelia	0.00599044	0.0025743980749996
scaffold_1	1420000	1430000	MIX Amur Basin	0.00548013	0.0031598103010918
scaffold_1	1420000	1430000	MIX Central Siberia	0.00375811	0.0016470123816713
scaffold_1	1420000	1430000	MIX Sibiryakov Island	0.00466813	0.0022749444419707
scaffold_1	1420000	1430000	North America	0.0032616	0.0021918004806082
scaffold_1	1420000	1430000	Northern Ural	0.00409644	0.0013071234625482
scaffold_1	1420000	1430000	Scandinavia	0.00526001	0.0021163705993755
scaffold_1	1420000	1430000	Siberia SC	0.0010453	8.418647303777868e-05
scaffold_1	1420000	1430000	West Siberia	0.00317269	0.001591820970493
scaffold_1	1420000	1430000	admixed	0.00511751	0.0021413187403968
scaffold_1	1430000	1440000	Central Europe	0.0105531	0.0033356604141481
scaffold_1	1430000	1440000	East Siberia	0.00459919	0.0016011486900951
scaffold_1	1430000	1440000	Karelia	0.00680061	0.002048681626693
scaffold_1	1430000	1440000	MIX Amur Basin	0.00481829	0.0020898166867319
scaffold_1	1430000	1440000	MIX Central Siberia	0.00649823	0.0015713245203355
scaffold_1	1430000	1440000	MIX Sibiryakov Island	0.00701956	0.0018174911173846
scaffold_1	1430000	1440000	North America	0.00430439	0.0017770341356234
scaffold_1	1430000	1440000	Northern Ural	0.00706223	0.0013776095062225
scaffold_1	1430000	1440000	Scandinavia	0.00679194	0.0021939621396682
scaffold_1	1430000	1440000	Siberia SC	0.000756352	7.837626766615069e-05
scaffold_1	1430000	1440000	West Siberia	0.00612557	0.0027902720828116
scaffold_1	1430000	1440000	admixed	0.00895216	0.0030327889228627
scaffold_1	1440000	1450000	Central Europe	0.00888537	0.0024656192319462
scaffold_1	1440000	1450000	East Siberia	0.00446783	0.0020445825583706
scaffold_1	1440000	1450000	Karelia	0.00460746	0.0020443732799961
scaffold_1	1440000	1450000	MIX Amur Basin	0.0045456	0.001991681904557
scaffold_1	1440000	1450000	MIX Central Siberia	0.00445198	0.0016931005245838
scaffold_1	1440000	1450000	MIX Sibiryakov Island	0.0044094	0.0018774534903567
scaffold_1	1440000	1450000	North America	0.00387026	0.0017671766286027
scaffold_1	1440000	1450000	Northern Ural	0.00553005	0.0017331381868063
scaffold_1	1440000	1450000	Scandinavia	0.00331203	0.001537903026877
scaffold_1	1440000	1450000	Siberia SC	0.000718887	0.0004518303861848
scaffold_1	1440000	1450000	West Siberia	0.00472378	0.0021207003365254
scaffold_1	1440000	1450000	admixed	0.00623241	0.0023914713384175
scaffold_1	1450000	1460000	Central Europe	0.00923861	0.002814821358985
scaffold_1	1450000	1460000	East Siberia	0.00418707	0.0013013696653652
scaffold_1	1450000	1460000	Karelia	0.00471122	0.0023057880870468
scaffold_1	1450000	1460000	MIX Amur Basin	0.00568905	0.0026366767111493
scaffold_1	1450000	1460000	MIX Central Siberia	0.00487594	0.0014750430177838
scaffold_1	1450000	1460000	MIX Sibiryakov Island	0.00648741	0.0026077580802888
scaffold_1	1450000	1460000	North America	0.00499288	0.0032152487460352
scaffold_1	1450000	1460000	Northern Ural	0.00469583	0.0006583145171193
scaffold_1	1450000	1460000	Scandinavia	0.00462423	0.0019001224771731
scaffold_1	1450000	1460000	Siberia SC	0.000552327	0.0002706282849288
scaffold_1	1450000	1460000	West Siberia	0.00458689	0.001743531066204
scaffold_1	1450000	1460000	admixed	0.00757248	0.002820939183304
scaffold_1	1460000	1470000	Central Europe	0.00826169	0.0027320027036892
scaffold_1	1460000	1470000	East Siberia	0.00502318	0.0029903438431795
scaffold_1	1460000	1470000	Karelia	0.00503813	0.0033800675503311
scaffold_1	1460000	1470000	MIX Amur Basin	0.00662506	0.0035122902459157
scaffold_1	1460000	1470000	MIX Central Siberia	0.00544976	0.0021483833474052
scaffold_1	1460000	1470000	MIX Sibiryakov Island	0.00509903	0.0034028649413264
scaffold_1	1460000	1470000	North America	0.00322978	0.0015781447506496
scaffold_1	1460000	1470000	Northern Ural	0.00567874	0.0020338152655664
scaffold_1	1460000	1470000	Scandinavia	0.00580519	0.003646244963729
scaffold_1	1460000	1470000	Siberia SC	0.000751867	0.0006823180576888
scaffold_1	1460000	1470000	West Siberia	0.00493365	0.0023603962442347
scaffold_1	1460000	1470000	admixed	0.00653619	0.0037377812305973
scaffold_1	1470000	1480000	Central Europe	0.0132523	0.0069855044967533
scaffold_1	1470000	1480000	East Siberia	0.0112427	0.005736588178149
scaffold_1	1470000	1480000	Karelia	0.00135846	0.0007887168888622
scaffold_1	1470000	1480000	MIX Amur Basin	0.00909225	0.0035271565495207
scaffold_1	1470000	1480000	MIX Central Siberia	0.0114358	0.0056764812521258
scaffold_1	1470000	1480000	MIX Sibiryakov Island	0.00951477	0.0048247749941381
scaffold_1	1470000	1480000	North America	0.0139798	0.0074024129404441
scaffold_1	1470000	1480000	Northern Ural	0.00897513	0.0025665659071765
scaffold_1	1470000	1480000	Scandinavia	0.00734699	0.0040656631136516
scaffold_1	1470000	1480000	Siberia SC	0.000736237	0.0003026977940898
scaffold_1	1470000	1480000	West Siberia	0.00334668	0.0018076522411334
scaffold_1	1470000	1480000	admixed	0.0145886	0.0066198103206736
scaffold_1	1480000	1490000	Central Europe	0.0148162	0.0070718969420818
scaffold_1	1480000	1490000	East Siberia	0.00611509	0.0026685719842817
scaffold_1	1480000	1490000	Karelia	0.0010111	0.0008212447001469
scaffold_1	1480000	1490000	MIX Amur Basin	0.00973687	0.0062047381967388
scaffold_1	1480000	1490000	MIX Central Siberia	0.00964468	0.0052156744757321
scaffold_1	1480000	1490000	MIX Sibiryakov Island	0.00700293	0.0033318995467028
scaffold_1	1480000	1490000	North America	0.012348	0.0073326317474276
scaffold_1	1480000	1490000	Northern Ural	0.0065907	0.0020581846608433
scaffold_1	1480000	1490000	Scandinavia	0.010985	0.0066267348812964
scaffold_1	1480000	1490000	Siberia SC	0.000863071	0.0005207872920213
scaffold_1	1480000	1490000	West Siberia	0.00281547	0.001603897181823
scaffold_1	1480000	1490000	admixed	0.00975431	0.0044392083846526
scaffold_1	1490000	1500000	Central Europe	0.0077974	0.0016471995676017
scaffold_1	1490000	1500000	East Siberia	0.00343155	0.0018225422856865
scaffold_1	1490000	1500000	Karelia	0.00132286	0.0009658462791644
scaffold_1	1490000	1500000	MIX Amur Basin	0.00587319	0.0023518930055734
scaffold_1	1490000	1500000	MIX Central Siberia	0.00392518	0.0016658197624008
scaffold_1	1490000	1500000	MIX Sibiryakov Island	0.00324649	0.002037621837685
scaffold_1	1490000	1500000	North America	0.00343942	0.0017047447301918
scaffold_1	1490000	1500000	Northern Ural	0.00406754	0.0009559749868999
scaffold_1	1490000	1500000	Scandinavia	0.0050485	0.0027438594314969
scaffold_1	1490000	1500000	Siberia SC	0.0015786	0.001163152468547
scaffold_1	1490000	1500000	West Siberia	0.00286355	0.0016417276924509
scaffold_1	1490000	1500000	admixed	0.00535948	0.0024409711245918
scaffold_1	1500000	1510000	Central Europe	0.00963124	0.0036105663486237
scaffold_1	1500000	1510000	East Siberia	0.00385197	0.0017898186309954
scaffold_1	1500000	1510000	Karelia	0.00179821	0.0011461137126888
scaffold_1	1500000	1510000	MIX Amur Basin	0.00419364	0.0023158061469326
scaffold_1	1500000	1510000	MIX Central Siberia	0.00315453	0.0015186887112356
scaffold_1	1500000	1510000	MIX Sibiryakov Island	0.00380906	0.0008878396756562
scaffold_1	1500000	1510000	North America	0.00593771	0.002411748190386
scaffold_1	1500000	1510000	Northern Ural	0.00521122	0.0010807057722069
scaffold_1	1500000	1510000	Scandinavia	0.00765807	0.0029837678299479
scaffold_1	1500000	1510000	Siberia SC	0.000729299	0.0002956354866315
scaffold_1	1500000	1510000	West Siberia	0.00298944	0.0012661016133978
scaffold_1	1500000	1510000	admixed	0.00471952	0.0021759310090131
scaffold_1	1510000	1520000	Central Europe	0.00953874	0.0026388035054674
scaffold_1	1510000	1520000	East Siberia	0.00384257	0.0013740103063163
scaffold_1	1510000	1520000	Karelia	0.00193661	0.0006657965865681
scaffold_1	1510000	1520000	MIX Amur Basin	0.00329232	0.0017450376303479
scaffold_1	1510000	1520000	MIX Central Siberia	0.00384049	0.0009633592348876
scaffold_1	1510000	1520000	MIX Sibiryakov Island	0.00292898	0.0012077181907883
scaffold_1	1510000	1520000	North America	0.00242605	0.0012068869593088
scaffold_1	1510000	1520000	Northern Ural	0.00371118	0.0005531874929433
scaffold_1	1510000	1520000	Scandinavia	0.0033737	0.0013500815278257
scaffold_1	1510000	1520000	Siberia SC	0.000250872	0.0001008537386246
scaffold_1	1510000	1520000	West Siberia	0.00397996	0.0012352705473152
scaffold_1	1510000	1520000	admixed	0.00508658	0.0013683277731442
scaffold_1	1520000	1530000	Central Europe	0.00714766	0.0016604710787859
scaffold_1	1520000	1530000	East Siberia	0.00565274	0.0027721892134292
scaffold_1	1520000	1530000	Karelia	0.00273453	0.0009253951169772
scaffold_1	1520000	1530000	MIX Amur Basin	0.00660361	0.0035056320346132
scaffold_1	1520000	1530000	MIX Central Siberia	0.00647655	0.0019984911805874
scaffold_1	1520000	1530000	MIX Sibiryakov Island	0.00474339	0.0020523345305284
scaffold_1	1520000	1530000	North America	0.00259759	0.0015162979241842
scaffold_1	1520000	1530000	Northern Ural	0.00596345	0.0010649153325471
scaffold_1	1520000	1530000	Scandinavia	0.00580569	0.0020363441162825
scaffold_1	1520000	1530000	Siberia SC	0.000813987	0.0003558831271387
scaffold_1	1520000	1530000	West Siberia	0.00550021	0.0032555898531686
scaffold_1	1520000	1530000	admixed	0.00745125	0.0031495571097998
scaffold_1	1530000	1540000	Central Europe	0.00862827	0.0034519512840033
scaffold_1	1530000	1540000	East Siberia	0.00494955	0.003682255554302
scaffold_1	1530000	1540000	Karelia	0.00420228	0.0021135656406938
scaffold_1	1530000	1540000	MIX Amur Basin	0.00506146	0.0027874659807253
scaffold_1	1530000	1540000	MIX Central Siberia	0.00539483	0.0024290865129303
scaffold_1	1530000	1540000	MIX Sibiryakov Island	0.00382139	0.0023509259502023
scaffold_1	1530000	1540000	North America	0.00536695	0.0029789385605511
scaffold_1	1530000	1540000	Northern Ural	0.00553545	0.0015908835325116
scaffold_1	1530000	1540000	Scandinavia	0.00707922	0.0040549973768136
scaffold_1	1530000	1540000	Siberia SC	0.000406609	0.0005088895738704
scaffold_1	1530000	1540000	West Siberia	0.00562227	0.0042612251879809
scaffold_1	1530000	1540000	admixed	0.00614472	0.0031547942090227
scaffold_1	1540000	1550000	Central Europe	0.00697554	0.0022179102894845
scaffold_1	1540000	1550000	East Siberia	0.00308603	0.002356319845632
scaffold_1	1540000	1550000	Karelia	0.00373223	0.0026540313280423
scaffold_1	1540000	1550000	MIX Amur Basin	0.00347797	0.0018459300441921
scaffold_1	1540000	1550000	MIX Central Siberia	0.00343187	0.0011273061926105
scaffold_1	1540000	1550000	MIX Sibiryakov Island	0.00275914	0.0013740912326561
scaffold_1	1540000	1550000	North America	0.00503737	0.002682403704575
scaffold_1	1540000	1550000	Northern Ural	0.00558607	0.0008804047339509
scaffold_1	1540000	1550000	Scandinavia	0.0057273	0.0027544023026089
scaffold_1	1540000	1550000	Siberia SC	0.000341191	0.000219420242958
scaffold_1	1540000	1550000	West Siberia	0.00292897	0.0019043287270749
scaffold_1	1540000	1550000	admixed	0.00456243	0.0022800357193396
scaffold_1	1550000	1560000	Central Europe	0.0119159	0.0049883876157333
scaffold_1	1550000	1560000	East Siberia	0.00653963	0.0042388014317671
scaffold_1	1550000	1560000	Karelia	0.00538651	0.0033590857786424
scaffold_1	1550000	1560000	MIX Amur Basin	0.00537166	0.00319033620092
scaffold_1	1550000	1560000	MIX Central Siberia	0.00765133	0.0032359095789521
scaffold_1	1550000	1560000	MIX Sibiryakov Island	0.00846863	0.0054496074385066
scaffold_1	1550000	1560000	North America	0.00416245	0.0024715980362767
scaffold_1	1550000	1560000	Northern Ural	0.0103062	0.0033641845512321
scaffold_1	1550000	1560000	Scandinavia	0.00951761	0.0063935490003611
scaffold_1	1550000	1560000	Siberia SC	0.000592538	0.0002425753845564
scaffold_1	1550000	1560000	West Siberia	0.00882916	0.0056277796956379
scaffold_1	1550000	1560000	admixed	0.00994734	0.0053026228931599
scaffold_1	1560000	1570000	Central Europe	0.0226754	0.0104738128108979
scaffold_1	1560000	1570000	East Siberia	0.0198722	0.0107853359173922
scaffold_1	1560000	1570000	Karelia	0.0179187	0.0061384740913088
scaffold_1	1560000	1570000	MIX Amur Basin	0.0137311	0.0084785209286952
scaffold_1	1560000	1570000	MIX Central Siberia	0.0142436	0.0040158155487804
scaffold_1	1560000	1570000	MIX Sibiryakov Island	0.0261904	0.0134355761961334
scaffold_1	1560000	1570000	North America	0.0140308	0.0067421567832611
scaffold_1	1560000	1570000	Northern Ural	0.0146872	0.0036913971324363
scaffold_1	1560000	1570000	Scandinavia	0.0284332	0.0126863861794997
scaffold_1	1560000	1570000	Siberia SC	0.00352501	0.0014806170453302
scaffold_1	1560000	1570000	West Siberia	0.0198665	0.0098283189418253
scaffold_1	1560000	1570000	admixed	0.0153561	0.0060663976782048
scaffold_1	1570000	1580000	Central Europe	0.00460121	0.0019062537152211
scaffold_1	1570000	1580000	East Siberia	0.0108088	0.0063315295620332
scaffold_1	1570000	1580000	Karelia	0.00771836	0.0035744226494104
scaffold_1	1570000	1580000	MIX Amur Basin	0.00797044	0.0070696803225327
scaffold_1	1570000	1580000	MIX Central Siberia	0.00744543	0.0034481987209996
scaffold_1	1570000	1580000	MIX Sibiryakov Island	0.0111132	0.0054988216810683
scaffold_1	1570000	1580000	North America	0.00955353	0.005701609466778
scaffold_1	1570000	1580000	Northern Ural	0.00788688	0.0038110283372325
scaffold_1	1570000	1580000	Scandinavia	0.0025137	0.0010233584439432
scaffold_1	1570000	1580000	Siberia SC	0.00063574	0.0005877237858494
scaffold_1	1570000	1580000	West Siberia	0.00451266	0.0018180742203554
scaffold_1	1570000	1580000	admixed	0.0118388	0.0068396912544798
scaffold_1	1580000	1590000	Central Europe	0.014052	0.0062066002525189
scaffold_1	1580000	1590000	East Siberia	0.0108227	0.0074860238545956
scaffold_1	1580000	1590000	Karelia	0.00354926	0.002282955770826
scaffold_1	1580000	1590000	MIX Amur Basin	0.00499066	0.0033241620554572
scaffold_1	1580000	1590000	MIX Central Siberia	0.0136273	0.0058393368809832
scaffold_1	1580000	1590000	MIX Sibiryakov Island	0.0118934	0.0065597021540643
scaffold_1	1580000	1590000	North America	0.0115683	0.0075461925780733
scaffold_1	1580000	1590000	Northern Ural	0.0118002	0.0041929137880083
scaffold_1	1580000	1590000	Scandinavia	0.0143088	0.0078568663897333
scaffold_1	1580000	1590000	Siberia SC	0.00775874	0.0040449576344989
scaffold_1	1580000	1590000	West Siberia	0.0152973	0.0094713447893174
scaffold_1	1580000	1590000	admixed	0.0146548	0.0079671154229873
scaffold_1	1590000	1600000	Central Europe	0.00929712	0.0050246506514519
scaffold_1	1590000	1600000	East Siberia	0.00742718	0.0054914136770543
scaffold_1	1590000	1600000	Karelia	0.00302862	0.0025762865270235
scaffold_1	1590000	1600000	MIX Amur Basin	0.00483549	0.0023602427503554
scaffold_1	1590000	1600000	MIX Central Siberia	0.00943375	0.004408798540053
scaffold_1	1590000	1600000	MIX Sibiryakov Island	0.00481002	0.0036181615386708
scaffold_1	1590000	1600000	North America	0.00845632	0.0045428140580891
scaffold_1	1590000	1600000	Northern Ural	0.00746571	0.0035026915507217
scaffold_1	1590000	1600000	Scandinavia	0.00402497	0.0021412781466567
scaffold_1	1590000	1600000	Siberia SC	0.00166658	0.001024076464376
scaffold_1	1590000	1600000	West Siberia	0.00857032	0.0069560333970831
scaffold_1	1590000	1600000	admixed	0.0110481	0.0079607463326235
scaffold_1	1600000	1610000	Central Europe	0.0109594	0.0043352999267017
scaffold_1	1600000	1610000	East Siberia	0.00489912	0.0021768245040939
scaffold_1	1600000	1610000	Karelia	0.00561509	0.002497548507445
scaffold_1	1600000	1610000	MIX Amur Basin	0.0109133	0.0058094163673811
scaffold_1	1600000	1610000	MIX Central Siberia	0.00656635	0.0020628851472168
scaffold_1	1600000	1610000	MIX Sibiryakov Island	0.00535904	0.0020466924642837
scaffold_1	1600000	1610000	North America	0.00813218	0.0033494988976741
scaffold_1	1600000	1610000	Northern Ural	0.00550486	0.0008966687667544
scaffold_1	1600000	1610000	Scandinavia	0.00868347	0.0042596420488166
scaffold_1	1600000	1610000	Siberia SC	0.000326368	7.061113941160747e-05
scaffold_1	1600000	1610000	West Siberia	0.00556861	0.0025602035263708
scaffold_1	1600000	1610000	admixed	0.00597679	0.0028453117584476
scaffold_1	1610000	1620000	Central Europe	0.0148499	0.0080892653421636
scaffold_1	1610000	1620000	East Siberia	0.00451757	0.002447033409851
scaffold_1	1610000	1620000	Karelia	0.00209675	0.0011576892351988
scaffold_1	1610000	1620000	MIX Amur Basin	0.0134245	0.0050682279280991
scaffold_1	1610000	1620000	MIX Central Siberia	0.00548771	0.0018020043547592
scaffold_1	1610000	1620000	MIX Sibiryakov Island	0.00414885	0.0022372597425498
scaffold_1	1610000	1620000	North America	0.00240878	0.001074732625685
scaffold_1	1610000	1620000	Northern Ural	0.00577078	0.0011820898908894
scaffold_1	1610000	1620000	Scandinavia	0.0160535	0.0065951176000008
scaffold_1	1610000	1620000	Siberia SC	0.000297928	0.0002038714558944
scaffold_1	1610000	1620000	West Siberia	0.00644441	0.0034034274998334
scaffold_1	1610000	1620000	admixed	0.00552792	0.0018614574351161
scaffold_1	1620000	1630000	Central Europe	0.00500145	0.0024023150135983
scaffold_1	1620000	1630000	East Siberia	0.0090781	0.0043098190375587
scaffold_1	1620000	1630000	Karelia	0.00146971	0.0007704365992152
scaffold_1	1620000	1630000	MIX Amur Basin	0.0107914	0.0053443283685807
scaffold_1	1620000	1630000	MIX Central Siberia	0.0126358	0.0044928770789469
scaffold_1	1620000	1630000	MIX Sibiryakov Island	0.005133	0.0038712467267716
scaffold_1	1620000	1630000	North America	0.00208227	0.0011994394258345
scaffold_1	1620000	1630000	Northern Ural	0.0114861	0.0029790398035844
scaffold_1	1620000	1630000	Scandinavia	0.0109716	0.0055724259734694
scaffold_1	1620000	1630000	Siberia SC	0.000448946	0.0003048288927405
scaffold_1	1620000	1630000	West Siberia	0.0063416	0.0048741838442326
