chromosome	window_pos_1	window_pos_2	group	pixy_pi	piawka_pi	pi_gain_piawka_vs_pixy	pixy_sites	piawka_sites	sites_gained_piawka_vs_pixy	sites_gained_pct_vs_pixy
scaffold_1	1160000	1170000	Northern Ural	0.0074432900462402	0.0128577	0.0054144099537598	5868.0	8395.0	2527.0	43.064076346284935
scaffold_1	1160000	1170000	Scandinavia	0.0061077839783195	0.0102332	0.004125416021680499	6116.0	8322.0	2206.0	36.069326357096145
scaffold_1	1160000	1170000	Siberia SC	0.0005587316095789	0.000855891	0.00029715939042110004	6487.0	9486.0	2999.0	46.230923385232
scaffold_1	1160000	1170000	West Siberia	0.0074878737749011	0.0103815	0.0028936262250989003	4948.0	6587.0	1639.0	33.124494745351655
scaffold_1	1160000	1170000	admixed	0.0091158327621658	0.0143654	0.0052495672378342	6361.0	9207.0	2846.0	44.74139286275743
scaffold_1	1170000	1180000	Central Europe	0.0027450744567132	0.00907487	0.0063297955432868	4168.0	7189.0	3021.0	72.48080614203455
scaffold_1	1170000	1180000	East Siberia	0.0015936127712647	0.0042675	0.0026738872287352996	4186.0	8732.0	4546.0	108.60009555661729
scaffold_1	1170000	1180000	Karelia	0.0010078333212587	0.00290609	0.0018982566787413	4195.0	8897.0	4702.0	112.08581644815257
scaffold_1	1170000	1180000	MIX Amur Basin	0.0026463431332452	0.00568991	0.0030435668667548005	3794.0	7992.0	4198.0	110.6483921982077
scaffold_1	1170000	1180000	MIX Central Siberia	0.0013182350098183	0.00502456	0.0037063249901817	4121.0	8457.0	4336.0	105.21718029604466
scaffold_1	1170000	1180000	MIX Sibiryakov Island	0.0010978209530617	0.00390929	0.0028114690469383	4097.0	8654.0	4557.0	111.22772760556505
scaffold_1	1170000	1180000	North America	0.0016922560085162	0.00316877	0.0014765139914838	4162.0	8178.0	4016.0	96.49207111965401
scaffold_1	1170000	1180000	Northern Ural	0.0008928581781422	0.00478059	0.0038877318218578003	4096.0	8266.0	4170.0	101.806640625
scaffold_1	1170000	1180000	Scandinavia	0.0028978947314869	0.00799423	0.005096335268513099	4162.0	8259.0	4097.0	98.43825084094185
scaffold_1	1170000	1180000	Siberia SC	0.0001903269640193	0.000390097	0.0001997700359807	4109.0	8815.0	4706.0	114.52908250182526
scaffold_1	1170000	1180000	West Siberia	0.0012873878883463	0.00346249	0.0021751021116537	3960.0	7886.0	3926.0	99.14141414141415
scaffold_1	1170000	1180000	admixed	0.0015094410506246	0.00537857	0.0038691289493754	4114.0	8625.0	4511.0	109.64997569275646
scaffold_1	1180000	1190000	Central Europe	0.0032565379529528	0.00894551	0.0056889720470472	4903.0	7782.0	2879.0	58.71915153987355
scaffold_1	1180000	1190000	East Siberia	0.0024428920386668	0.00383592	0.0013930279613332	4944.0	8840.0	3896.0	78.80258899676376
scaffold_1	1180000	1190000	Karelia	0.0010705282631364	0.00201075	0.0009402217368635999	4930.0	9026.0	4096.0	83.08316430020284
scaffold_1	1180000	1190000	MIX Amur Basin	0.0029004851813093	0.0049785	0.0020780148186907003	4361.0	8077.0	3716.0	85.20981426278377
scaffold_1	1180000	1190000	MIX Central Siberia	0.0022334090223702	0.00502412	0.0027907109776298	4854.0	8545.0	3691.0	76.04037906880923
scaffold_1	1180000	1190000	MIX Sibiryakov Island	0.0021615325895632	0.00334444	0.0011829074104368	4651.0	8511.0	3860.0	82.9929047516663
scaffold_1	1180000	1190000	North America	0.0018767489962594	0.00281128	0.0009345310037406002	4903.0	8722.0	3819.0	77.89108708953701
scaffold_1	1180000	1190000	Northern Ural	0.0017119028656676	0.00678912	0.0050772171343323996	4818.0	8363.0	3545.0	73.57824823578248
scaffold_1	1180000	1190000	Scandinavia	0.0031945036064402	0.00463917	0.0014446663935597996	4902.0	8644.0	3742.0	76.33618931048551
scaffold_1	1180000	1190000	Siberia SC	0.0002656605966087	0.00036018	9.451940339129996e-05	4854.0	8940.0	4086.0	84.17799752781211
scaffold_1	1180000	1190000	West Siberia	0.0017147480682296	0.00232338	0.0006086319317703999	4934.0	8834.0	3900.0	79.04337251722741
scaffold_1	1180000	1190000	admixed	0.0028475926676526	0.00517192	0.0023243273323474	4854.0	8740.0	3886.0	80.05768438401319
scaffold_1	1190000	1200000	Central Europe	0.0100475610085865	0.0191338	0.0090862389914135	3520.0	6704.0	3184.0	90.45454545454545
scaffold_1	1190000	1200000	East Siberia	0.0018983772353824	0.00458346	0.0026850827646176002	3554.0	8172.0	4618.0	129.93809791783906
scaffold_1	1190000	1200000	Karelia	0.0005255977786898	0.00097976	0.0004541622213102001	3551.0	8693.0	5142.0	144.8042804843706
scaffold_1	1190000	1200000	MIX Amur Basin	0.0097555892148891	0.0167108	0.0069552107851109015	3067.0	7511.0	4444.0	144.89729377241605
scaffold_1	1190000	1200000	MIX Central Siberia	0.0041722678692362	0.0140898	0.009917532130763799	3474.0	7909.0	4435.0	127.66263672999425
scaffold_1	1190000	1200000	MIX Sibiryakov Island	0.0072497983068932	0.0141347	0.0068849016931068	3426.0	8167.0	4741.0	138.38295388207823
scaffold_1	1190000	1200000	North America	0.0026483356705671	0.00418359	0.0015352543294329	3512.0	7811.0	4299.0	122.40888382687926
scaffold_1	1190000	1200000	Northern Ural	0.0020134333292957	0.0101768	0.0081633666707043	3438.0	7488.0	4050.0	117.80104712041886
scaffold_1	1190000	1200000	Scandinavia	0.0067602803769681	0.0112869	0.0045266196230319	3512.0	7592.0	4080.0	116.17312072892938
scaffold_1	1190000	1200000	Siberia SC	7.666968781746042e-05	0.000744196	0.0006675263121825396	3445.0	8583.0	5138.0	149.14368650217708
scaffold_1	1190000	1200000	West Siberia	0.0070875581554889	0.013906	0.0068184418445111	3545.0	8190.0	4645.0	131.0296191819464
scaffold_1	1190000	1200000	admixed	0.0075976587863534	0.0176855	0.0100878412136466	3470.0	8082.0	4612.0	132.9106628242075
scaffold_1	1200000	1210000	Central Europe	0.0059786927952444	0.012462	0.006483307204755601	5441.0	7503.0	2062.0	37.89744532255101
scaffold_1	1200000	1210000	East Siberia	0.005752731043966	0.00825091	0.0024981789560340004	4732.0	7801.0	3069.0	64.85629754860524
scaffold_1	1200000	1210000	Karelia	0.0040273255112765	0.00555917	0.0015318444887235001	4711.0	7948.0	3237.0	68.71152621524092
scaffold_1	1200000	1210000	MIX Amur Basin	0.0049892879540536	0.00916798	0.004178692045946399	4593.0	7455.0	2862.0	62.312214239059436
scaffold_1	1200000	1210000	MIX Central Siberia	0.0054168576352093	0.010075	0.004658142364790701	4419.0	7318.0	2899.0	65.6030776193709
scaffold_1	1200000	1210000	MIX Sibiryakov Island	0.005288673424416	0.00768207	0.0023933965755839996	3444.0	6543.0	3099.0	89.98257839721255
scaffold_1	1200000	1210000	North America	0.0064891096675115	0.00860639	0.0021172803324885003	4690.0	7384.0	2694.0	57.44136460554371
scaffold_1	1200000	1210000	Northern Ural	0.0034253312074507	0.0087223	0.0052969687925493005	4400.0	7051.0	2651.0	60.25
scaffold_1	1200000	1210000	Scandinavia	0.006016890589766	0.00834687	0.002329979410233999	5129.0	7986.0	2857.0	55.702866055761355
scaffold_1	1200000	1210000	Siberia SC	0.0007606863001292	0.00168526	0.0009245736998708	5506.0	9044.0	3538.0	64.25717399200872
scaffold_1	1200000	1210000	West Siberia	0.0054888128984754	0.00820135	0.0027125371015245996	4653.0	7619.0	2966.0	63.7438211906297
scaffold_1	1200000	1210000	admixed	0.006315840985577	0.0104449	0.004129059014423	5460.0	8594.0	3134.0	57.399267399267394
scaffold_1	1210000	1220000	Central Europe	0.0046903920681297	0.0141783	0.0094879079318703	4492.0	7229.0	2737.0	60.93054318788958
scaffold_1	1210000	1220000	East Siberia	0.0045218673095046	0.00839888	0.0038770126904953996	4512.0	8512.0	4000.0	88.65248226950354
scaffold_1	1210000	1220000	Karelia	0.0046252959205283	0.00833227	0.0037069740794716992	4498.0	8882.0	4384.0	97.46554024010672
scaffold_1	1210000	1220000	MIX Amur Basin	0.0026415260570547	0.00567643	0.0030349039429453	4017.0	7996.0	3979.0	99.05402041324372
scaffold_1	1210000	1220000	MIX Central Siberia	0.0031994807555717	0.00851669	0.0053172092444283	4435.0	8433.0	3998.0	90.14656144306652
scaffold_1	1210000	1220000	MIX Sibiryakov Island	0.0050026210916141	0.0100614	0.0050587789083859	4406.0	8624.0	4218.0	95.73309123921925
scaffold_1	1210000	1220000	North America	0.0047630859061146	0.00701371	0.0022506240938854	4474.0	8276.0	3802.0	84.97988377291014
scaffold_1	1210000	1220000	Northern Ural	0.0029798212830134	0.00987607	0.006896248716986601	4425.0	8191.0	3766.0	85.10734463276836
scaffold_1	1210000	1220000	Scandinavia	0.0056703838528787	0.00962827	0.003957886147121299	4470.0	8418.0	3948.0	88.32214765100672
scaffold_1	1210000	1220000	Siberia SC	0.0003160000669669	0.000652431	0.0003364309330331	4442.0	8908.0	4466.0	100.54029716343989
scaffold_1	1210000	1220000	West Siberia	0.0046332529729632	0.00861667	0.0039834170270368	4510.0	8610.0	4100.0	90.9090909090909
scaffold_1	1210000	1220000	admixed	0.0052566394868423	0.0104857	0.0052290605131577	4454.0	8592.0	4138.0	92.90525370453526
scaffold_1	1220000	1230000	Central Europe	0.0026339510788859	0.0101312	0.0074972489211141	3412.0	6242.0	2830.0	82.94255568581477
scaffold_1	1220000	1230000	East Siberia	0.0014045775745071	0.00364382	0.0022392424254929	3405.0	8102.0	4697.0	137.94419970631424
scaffold_1	1220000	1230000	Karelia	0.0007669034953936	0.00170577	0.0009388665046063999	3307.0	8062.0	4755.0	143.78590867856062
scaffold_1	1220000	1230000	MIX Amur Basin	0.0018544817016219	0.0028423	0.0009878182983781	2896.0	7270.0	4374.0	151.03591160220995
scaffold_1	1220000	1230000	MIX Central Siberia	0.0011153859880034	0.00408182	0.0029664340119966	3291.0	7653.0	4362.0	132.5432999088423
scaffold_1	1220000	1230000	MIX Sibiryakov Island	0.0022718591045256	0.00444648	0.0021746208954744	3110.0	7759.0	4649.0	149.48553054662378
scaffold_1	1220000	1230000	North America	0.002286611548945	0.00407812	0.001791508451055	3329.0	7708.0	4379.0	131.5410033042956
scaffold_1	1220000	1230000	Northern Ural	0.0007445854441137	0.00399748	0.0032528945558863	3179.0	7184.0	4005.0	125.98301352626613
scaffold_1	1220000	1230000	Scandinavia	0.0028406467119692	0.00620529	0.0033646432880308	3384.0	7955.0	4571.0	135.07683215130024
scaffold_1	1220000	1230000	Siberia SC	0.000311336830313	0.00086711	0.000555773169687	3363.0	8536.0	5173.0	153.82099316086828
scaffold_1	1220000	1230000	West Siberia	0.0016598075882925	0.00336984	0.0017100324117075	3391.0	7790.0	4399.0	129.72574461810675
scaffold_1	1220000	1230000	admixed	0.0021953285006713	0.00611902	0.0039236914993287	3349.0	8148.0	4799.0	143.2965064198268
scaffold_1	1230000	1240000	Central Europe	0.0047501920451091	0.0117812	0.0070310079548909004	2397.0	5183.0	2786.0	116.22861910721736
scaffold_1	1230000	1240000	East Siberia	0.0049842285145238	0.00730926	0.0023250314854762	2080.0	6285.0	4205.0	202.16346153846155
scaffold_1	1230000	1240000	Karelia	0.0025978623304252	0.00727605	0.0046781876695748004	1656.0	6753.0	5097.0	307.78985507246375
scaffold_1	1230000	1240000	MIX Amur Basin	0.0040065141885367	0.00787226	0.0038657458114633005	1944.0	6817.0	4873.0	250.66872427983537
scaffold_1	1230000	1240000	MIX Central Siberia	0.0024365856821004	0.00705847	0.0046218843178996005	2071.0	6799.0	4728.0	228.2955094157412
scaffold_1	1230000	1240000	MIX Sibiryakov Island	0.0037991493939852	0.00857911	0.004779960606014799	1853.0	6883.0	5030.0	271.45169994603344
scaffold_1	1230000	1240000	North America	0.0044570810387389	0.00746909	0.0030120089612611003	2223.0	6268.0	4045.0	181.9613135402609
scaffold_1	1230000	1240000	Northern Ural	0.0014179949390277	0.00670154	0.0052835450609723	1992.0	6760.0	4768.0	239.3574297188755
scaffold_1	1230000	1240000	Scandinavia	0.0058553079109878	0.00992168	0.004066372089012201	2310.0	5959.0	3649.0	157.965367965368
scaffold_1	1230000	1240000	Siberia SC	0.0006621207174813	0.00152283	0.0008607092825186999	2464.0	8622.0	6158.0	249.9188311688312
scaffold_1	1230000	1240000	West Siberia	0.0057036700592363	0.00878648	0.0030828099407636993	1991.0	6811.0	4820.0	242.08940231039676
scaffold_1	1230000	1240000	admixed	0.0052863283416528	0.00893727	0.003650941658347201	2410.0	7642.0	5232.0	217.0954356846473
scaffold_1	1240000	1250000	Central Europe	0.0022477303546425	0.00816306	0.0059153296453575	3871.0	6456.0	2585.0	66.77861017824851
scaffold_1	1240000	1250000	East Siberia	0.001921819398419	0.00458713	0.002665310601581	3915.0	8300.0	4385.0	112.0051085568327
scaffold_1	1240000	1250000	Karelia	0.0006431338781453	0.000994611	0.00035147712185470005	3626.0	8486.0	4860.0	134.03199117484832
scaffold_1	1240000	1250000	MIX Amur Basin	0.0015268523998688	0.00352657	0.0019997176001312	3442.0	7878.0	4436.0	128.87855897733874
scaffold_1	1240000	1250000	MIX Central Siberia	0.0009048848262246	0.00413325	0.0032283651737754	3815.0	8022.0	4207.0	110.27522935779817
scaffold_1	1240000	1250000	MIX Sibiryakov Island	0.001817761055869	0.00437609	0.0025583289441310003	3660.0	8252.0	4592.0	125.46448087431695
scaffold_1	1240000	1250000	North America	0.0023206527798663	0.00411133	0.0017906772201337	3799.0	7864.0	4065.0	107.0018425901553
scaffold_1	1240000	1250000	Northern Ural	0.0010733852565092	0.00538007	0.0043066847434908	3789.0	7779.0	3990.0	105.30482977038798
scaffold_1	1240000	1250000	Scandinavia	0.0030836029704899	0.00668847	0.0036048670295101	3840.0	7927.0	4087.0	106.43229166666666
scaffold_1	1240000	1250000	Siberia SC	0.0002379367280575	0.000456962	0.00021902527194249998	3835.0	8724.0	4889.0	127.48370273794004
scaffold_1	1240000	1250000	West Siberia	0.0019175391696966	0.00394476	0.0020272208303034004	3855.0	8394.0	4539.0	117.74319066147861
scaffold_1	1240000	1250000	admixed	0.0018054265569503	0.00537645	0.0035710234430497	3834.0	8427.0	4593.0	119.7965571205008
scaffold_1	1250000	1260000	Central Europe	0.0030132698730782	0.00978867	0.0067754001269217995	3886.0	6554.0	2668.0	68.65671641791045
scaffold_1	1250000	1260000	East Siberia	0.0027947920528769	0.00608245	0.0032876579471231	3917.0	8235.0	4318.0	110.23742660199132
scaffold_1	1250000	1260000	Karelia	0.0010584165243599	0.00154463	0.0004862134756400999	3879.0	8561.0	4682.0	120.70121165248776
scaffold_1	1250000	1260000	MIX Amur Basin	0.002771134126183	0.0063734	0.0036022658738170004	3466.0	7747.0	4281.0	123.5141373341027
scaffold_1	1250000	1260000	MIX Central Siberia	0.0020264490388649	0.00625428	0.0042278309611351005	3851.0	8071.0	4220.0	109.58192677226694
scaffold_1	1250000	1260000	MIX Sibiryakov Island	0.002136409227683	0.00437133	0.0022349207723169995	3764.0	8254.0	4490.0	119.28799149840594
scaffold_1	1250000	1260000	North America	0.0021699311649	0.00416196	0.0019920288351000003	3873.0	8004.0	4131.0	106.66150271107668
scaffold_1	1250000	1260000	Northern Ural	0.0017346373925828	0.00662261	0.0048879726074172	3786.0	7764.0	3978.0	105.0713153724247
scaffold_1	1250000	1260000	Scandinavia	0.003051183383207	0.00603054	0.002979356616793	3875.0	8172.0	4297.0	110.89032258064515
scaffold_1	1250000	1260000	Siberia SC	0.000211083586674	0.000636768	0.000425684413326	3837.0	8628.0	4791.0	124.86317435496481
scaffold_1	1250000	1260000	West Siberia	0.0024630134268195	0.00550973	0.0030467165731805	3899.0	8315.0	4416.0	113.25981020774559
scaffold_1	1250000	1260000	admixed	0.0026238255390349	0.00632002	0.0036961944609651	3844.0	8426.0	4582.0	119.19875130072842
scaffold_1	1260000	1270000	Central Europe	0.0045797191467068	0.0115591	0.006979380853293199	4964.0	7132.0	2168.0	43.674456083803385
scaffold_1	1260000	1270000	East Siberia	0.003251637633315	0.00638747	0.003135832366685	4769.0	7931.0	3162.0	66.30320821975258
scaffold_1	1260000	1270000	Karelia	0.0036820017891836	0.00406502	0.0003830182108164001	3510.0	6867.0	3357.0	95.64102564102565
scaffold_1	1260000	1270000	MIX Amur Basin	0.0033970824609468	0.00651816	0.0031210775390532004	4067.0	7206.0	3139.0	77.18219818047702
scaffold_1	1260000	1270000	MIX Central Siberia	0.0024599704100339	0.00700128	0.004541309589966101	4582.0	7718.0	3136.0	68.44172850283718
scaffold_1	1260000	1270000	MIX Sibiryakov Island	0.0025647341805167	0.00563184	0.0030671058194833	3798.0	7051.0	3253.0	85.65034228541337
scaffold_1	1260000	1270000	North America	0.0025958376277977	0.00509852	0.0025026823722023	4204.0	7272.0	3068.0	72.97811607992388
scaffold_1	1260000	1270000	Northern Ural	0.0016534956341921	0.00584021	0.004186714365807901	4592.0	7380.0	2788.0	60.71428571428571
scaffold_1	1260000	1270000	Scandinavia	0.0047807037691934	0.00990441	0.005123706230806601	4699.0	7379.0	2680.0	57.03341136412002
scaffold_1	1260000	1270000	Siberia SC	0.0002464839785413	0.000667391	0.00042090702145870004	5142.0	8876.0	3734.0	72.61765849863866
scaffold_1	1260000	1270000	West Siberia	0.0024848536514746	0.00667283	0.004187976348525401	4321.0	7462.0	3141.0	72.69150659569544
scaffold_1	1260000	1270000	admixed	0.0043282725755253	0.00938758	0.005059307424474699	5101.0	8282.0	3181.0	62.36032150558714
scaffold_1	1270000	1280000	Central Europe	0.0024701758229912	0.00892815	0.006457974177008799	4440.0	7306.0	2866.0	64.54954954954954
scaffold_1	1270000	1280000	East Siberia	0.0016530937394694	0.00303243	0.0013793362605306	4437.0	8565.0	4128.0	93.03583502366463
scaffold_1	1270000	1280000	Karelia	0.002818328102552	0.00406395	0.0012456218974480002	4141.0	8339.0	4198.0	101.37647911132576
scaffold_1	1270000	1280000	MIX Amur Basin	0.002224570759348	0.00412869	0.0019041192406519998	3983.0	7982.0	3999.0	100.40170725583731
scaffold_1	1270000	1280000	MIX Central Siberia	0.0017428874246542	0.0051379	0.0033950125753458	4409.0	8096.0	3687.0	83.62440462689953
scaffold_1	1270000	1280000	MIX Sibiryakov Island	0.0024500773128509	0.00430668	0.0018566026871491004	4290.0	8566.0	4276.0	99.67365967365967
scaffold_1	1270000	1280000	North America	0.0012859234332572	0.00298326	0.0016973365667428	3828.0	7344.0	3516.0	91.84952978056427
scaffold_1	1270000	1280000	Northern Ural	0.0015840429446373	0.00542632	0.0038422770553627004	4340.0	8279.0	3939.0	90.76036866359448
scaffold_1	1270000	1280000	Scandinavia	0.0018298886128977	0.0046586	0.0028287113871022997	4094.0	7845.0	3751.0	91.62188568637029
scaffold_1	1270000	1280000	Siberia SC	0.0002251740227122	0.000277078	5.190397728779998e-05	4378.0	8792.0	4414.0	100.82229328460484
scaffold_1	1270000	1280000	West Siberia	0.001880366711219	0.00424554	0.002365173288781	4426.0	8595.0	4169.0	94.19340262087664
scaffold_1	1270000	1280000	admixed	0.0019797256008236	0.00475165	0.0027719243991763997	4362.0	8620.0	4258.0	97.61577258138469
scaffold_1	1280000	1290000	Central Europe	0.0044184217101019	0.01311	0.0086915782898981	4034.0	6617.0	2583.0	64.03073872087258
scaffold_1	1280000	1290000	East Siberia	0.0022820034996104	0.00360799	0.0013259865003896003	4080.0	8513.0	4433.0	108.65196078431372
scaffold_1	1280000	1290000	Karelia	0.0013965365007387	0.00292387	0.0015273334992613	3729.0	8383.0	4654.0	124.80557790292303
scaffold_1	1280000	1290000	MIX Amur Basin	0.0026026652429865	0.00502601	0.0024233447570135	3373.0	7424.0	4051.0	120.10080047435517
scaffold_1	1280000	1290000	MIX Central Siberia	0.0013632738635622	0.00452865	0.0031653761364378004	3991.0	8145.0	4154.0	104.08418942620897
scaffold_1	1280000	1290000	MIX Sibiryakov Island	0.0023925021207204	0.004566	0.0021734978792795996	3408.0	7868.0	4460.0	130.86854460093898
scaffold_1	1280000	1290000	North America	0.0021831607524186	0.00406251	0.0018793492475814	4023.0	8191.0	4168.0	103.60427541635595
scaffold_1	1280000	1290000	Northern Ural	0.0013141298415443	0.00639656	0.0050824301584557	3877.0	7793.0	3916.0	101.00593242197576
scaffold_1	1280000	1290000	Scandinavia	0.0038471427176629	0.00730465	0.0034575072823371	3822.0	7964.0	4142.0	108.37257980115123
scaffold_1	1280000	1290000	Siberia SC	0.0003138195481558	0.000386575	7.27554518442e-05	3918.0	8559.0	4641.0	118.45329249617151
scaffold_1	1280000	1290000	West Siberia	0.0025311030287555	0.00384781	0.0013167069712445001	4048.0	8466.0	4418.0	109.1403162055336
scaffold_1	1280000	1290000	admixed	0.0024361827889844	0.00548479	0.0030486072110156	3666.0	8154.0	4488.0	122.42225859247135
scaffold_1	1290000	1300000	Central Europe	0.0057443815473333	0.014966	0.0092216184526667	3889.0	7397.0	3508.0	90.20313705322705
scaffold_1	1290000	1300000	East Siberia	0.0023534815348702	0.00318935	0.0008358684651298002	3928.0	8346.0	4418.0	112.4745417515275
scaffold_1	1290000	1300000	Karelia	0.0018939261995778	0.00291419	0.0010202638004222	3856.0	8466.0	4610.0	119.5539419087137
scaffold_1	1290000	1300000	MIX Amur Basin	0.003677795887857	0.00820526	0.004527464112143001	3446.0	7787.0	4341.0	125.97214161346488
scaffold_1	1290000	1300000	MIX Central Siberia	0.0012546995306911	0.00400742	0.0027527204693089	3852.0	8330.0	4478.0	116.25129802699897
scaffold_1	1290000	1300000	MIX Sibiryakov Island	0.0029591427796511	0.0105539	0.0075947572203488994	3383.0	7865.0	4482.0	132.48595920780372
scaffold_1	1290000	1300000	North America	0.0027038997662447	0.00479796	0.0020940602337553003	3344.0	7502.0	4158.0	124.3421052631579
scaffold_1	1290000	1300000	Northern Ural	0.0009958024105965	0.00707271	0.0060769075894035	3783.0	7951.0	4168.0	110.17710811525245
scaffold_1	1290000	1300000	Scandinavia	0.0044584543844332	0.00845282	0.0039943656155667995	3836.0	8224.0	4388.0	114.38998957247134
scaffold_1	1290000	1300000	Siberia SC	0.0005277184094567	0.000742702	0.0002149835905433	3832.0	8762.0	4930.0	128.65344467640918
scaffold_1	1290000	1300000	West Siberia	0.0030105524507043	0.00794326	0.004932707549295701	3910.0	8402.0	4492.0	114.8849104859335
scaffold_1	1290000	1300000	admixed	0.0036837691455669	0.00966459	0.0059808208544331	3828.0	8497.0	4669.0	121.96969696969697
scaffold_1	1300000	1310000	Central Europe	0.0093425401905807	0.0169251	0.007582559809419298	3467.0	6566.0	3099.0	89.3856359965388
scaffold_1	1300000	1310000	East Siberia	0.0011683886005301	0.00321866	0.0020502713994699	3500.0	8445.0	4945.0	141.28571428571428
scaffold_1	1300000	1310000	Karelia	0.0012720390099398	0.00280555	0.0015335109900602	3483.0	8593.0	5110.0	146.71260407694515
scaffold_1	1300000	1310000	MIX Amur Basin	0.0026875726553823	0.00499651	0.0023089373446177	3089.0	7856.0	4767.0	154.32178698607964
scaffold_1	1300000	1310000	MIX Central Siberia	0.0011086730663391	0.0044635	0.0033548269336608995	3429.0	8318.0	4889.0	142.5780110819481
scaffold_1	1300000	1310000	MIX Sibiryakov Island	0.0015890635041187	0.00499866	0.0034095964958813004	3291.0	8318.0	5027.0	152.74992403524766
scaffold_1	1300000	1310000	North America	0.0036051799996458	0.00576031	0.0021551300003542	3365.0	7500.0	4135.0	122.88261515601783
scaffold_1	1300000	1310000	Northern Ural	0.0013306944413979	0.00822034	0.006889645558602099	3389.0	7800.0	4411.0	130.1563883151372
scaffold_1	1300000	1310000	Scandinavia	0.0088122545454669	0.0170172	0.0082049454545331	3454.0	8019.0	4565.0	132.1656050955414
scaffold_1	1300000	1310000	Siberia SC	0.0002418845001511	0.00066918	0.0004272954998489	3412.0	8666.0	5254.0	153.98593200468932
scaffold_1	1300000	1310000	West Siberia	0.0013055928109571	0.00384511	0.0025395171890429	3491.0	8607.0	5116.0	146.54826697221426
scaffold_1	1300000	1310000	admixed	0.002014066316308	0.00603637	0.004022303683692	3425.0	8531.0	5106.0	149.08029197080293
scaffold_1	1310000	1320000	Central Europe	0.0033989232897062	0.0112698	0.0078708767102938	3885.0	7279.0	3394.0	87.36164736164737
scaffold_1	1310000	1320000	East Siberia	0.0021842303732719	0.00370153	0.0015172996267281001	3935.0	8366.0	4431.0	112.6048284625159
scaffold_1	1310000	1320000	Karelia	0.0003547886295893	0.000797794	0.0004430053704107	3935.0	8734.0	4799.0	121.95679796696315
scaffold_1	1310000	1320000	MIX Amur Basin	0.0013413359203662	0.00307205	0.0017307140796338002	3444.0	7641.0	4197.0	121.86411149825784
scaffold_1	1310000	1320000	MIX Central Siberia	0.0022539330258678	0.00452953	0.0022755969741322	3850.0	8140.0	4290.0	111.42857142857143
scaffold_1	1310000	1320000	MIX Sibiryakov Island	0.0021467290971648	0.00402715	0.0018804209028352	3797.0	8350.0	4553.0	119.91045562286016
scaffold_1	1310000	1320000	North America	0.0019986939334335	0.00375775	0.0017590560665664999	3882.0	7986.0	4104.0	105.71870170015455
scaffold_1	1310000	1320000	Northern Ural	0.0019611886895162	0.00557165	0.0036104613104838	3805.0	7953.0	4148.0	109.0144546649146
scaffold_1	1310000	1320000	Scandinavia	0.0040912818265628	0.00742153	0.0033302481734371996	3882.0	8278.0	4396.0	113.24059763008758
scaffold_1	1310000	1320000	Siberia SC	0.0001055225081963	0.000364303	0.0002587804918037	3808.0	8604.0	4796.0	125.9453781512605
scaffold_1	1310000	1320000	West Siberia	0.0030553232760574	0.00539815	0.0023428267239426	3921.0	8233.0	4312.0	109.97194593216015
scaffold_1	1310000	1320000	admixed	0.0032117655757064	0.00620436	0.0029925944242935997	3843.0	8289.0	4446.0	115.69086651053864
scaffold_1	1320000	1330000	Central Europe	0.0031146823157004	0.0107512	0.0076365176842996	4131.0	7450.0	3319.0	80.3437424352457
scaffold_1	1320000	1330000	East Siberia	0.0031558162838812	0.00478159	0.0016257737161187997	4186.0	8717.0	4531.0	108.24175824175823
scaffold_1	1320000	1330000	Karelia	0.000245040845011	0.000407901	0.000162860154989	4184.0	8883.0	4699.0	112.30879541108987
scaffold_1	1320000	1330000	MIX Amur Basin	0.003712838332601	0.00642281	0.002709971667399	3705.0	7919.0	4214.0	113.73819163292846
scaffold_1	1320000	1330000	MIX Central Siberia	0.0026011105125767	0.00568349	0.0030823794874233	4093.0	8263.0	4170.0	101.88126068898117
scaffold_1	1320000	1330000	MIX Sibiryakov Island	0.0028935583878746	0.00517505	0.0022814916121253995	4045.0	8522.0	4477.0	110.67985166872683
scaffold_1	1320000	1330000	North America	0.003142673019269	0.00509348	0.0019508069807310001	4124.0	8356.0	4232.0	102.61881668283219
scaffold_1	1320000	1330000	Northern Ural	0.0022314252357886	0.00648356	0.0042521347642114	4056.0	8226.0	4170.0	102.81065088757397
scaffold_1	1320000	1330000	Scandinavia	0.0030917741173929	0.00444284	0.0013510658826071	4124.0	8537.0	4413.0	107.00775945683803
scaffold_1	1320000	1330000	Siberia SC	0.0002404124207035	0.000312886	7.247357929650002e-05	4074.0	8738.0	4664.0	114.48208149239076
scaffold_1	1320000	1330000	West Siberia	0.0044710098497222	0.0075382	0.0030671901502777998	4174.0	8540.0	4366.0	104.59990416866316
scaffold_1	1320000	1330000	admixed	0.0039733666906093	0.00801871	0.0040453433093907	4086.0	8533.0	4447.0	108.83504650024474
scaffold_1	1330000	1340000	Central Europe	0.0035675118963855	0.0112948	0.007727288103614501	4601.0	7710.0	3109.0	67.57226689850032
scaffold_1	1330000	1340000	East Siberia	0.0034672426791914	0.00591596	0.0024487173208085997	4640.0	8874.0	4234.0	91.25
scaffold_1	1330000	1340000	Karelia	0.0004363889503783	0.000563746	0.00012735704962169996	4640.0	9053.0	4413.0	95.10775862068965
scaffold_1	1330000	1340000	MIX Amur Basin	0.0017607028595502	0.00340179	0.0016410871404498	4159.0	8202.0	4043.0	97.21086799711469
