chromosome	window_pos_1	window_pos_2	group	bial_pi	mult_pi	bial_sites	mult_sites	sites_gained_mult_vs_bial	pixy_pi	pixy_sites	expected_mult_pi	abs_diff_bial	abs_diff_expected
scaffold_1	1220000	1230000	Karelia	0.00170577	0.00171802	8062.0	8063.0	1.0	0.0007669034953936	3307.0	0.0017057766175945144	1.2250000000000108e-05	1.2243382405485639e-05
scaffold_1	1220000	1230000	MIX Amur Basin	0.0028423	0.00285482	7270.0	7271.0	1.0	0.0018544817016219	2896.0	0.002842330616002297	1.252000000000024e-05	1.248938399770307e-05
scaffold_1	1220000	1230000	MIX Central Siberia	0.00408182	0.00422787	7653.0	7666.0	13.0	0.0011153859880034	3291.0	0.004081910677655858	0.00014605	0.00014595932234414202
scaffold_1	1220000	1230000	MIX Sibiryakov Island	0.00444648	0.00472926	7759.0	7763.0	4.0	0.0022718591045256	3110.0	0.004446597216234624	0.00028277999999999984	0.0002826627837653759
scaffold_1	1220000	1230000	North America	0.00407812	0.00446674	7708.0	7735.0	27.0	0.002286611548945	3329.0	0.004078210431292745	0.0003886200000000001	0.0003885295687072552
scaffold_1	1220000	1230000	Northern Ural	0.00399748	0.00423928	7184.0	7200.0	16.0	0.0007445854441137	3179.0	0.003997565172154919	0.00024179999999999948	0.0002417148278450812
scaffold_1	1220000	1230000	Scandinavia	0.00620529	0.00673166	7955.0	7980.0	25.0	0.0028406467119692	3384.0	0.00620560858475127	0.0005263700000000008	0.0005260514152487308
scaffold_1	1220000	1230000	Siberia SC	0.00086711	0.00086711	8536.0	8536.0	0.0	0.000311336830313	3363.0	0.0008671108692832692	0.0	8.69283269173439e-10
scaffold_1	1220000	1230000	West Siberia	0.00336984	0.0036764	7790.0	7810.0	20.0	0.0016598075882925	3391.0	0.003369891023069262	0.00030656	0.00030650897693073774
scaffold_1	1220000	1230000	admixed	0.00611902	0.00638363	8148.0	8156.0	8.0	0.0021953285006713	3349.0	0.006119325481106262	0.0002646100000000002	0.00026430451889373867
scaffold_1	1230000	1240000	Central Europe	0.0117812	0.0139185	5183.0	5252.0	69.0	0.0047501920451091	2397.0	0.011783380255158842	0.0021373	0.002135119744841159
scaffold_1	1230000	1240000	East Siberia	0.00730926	0.00741299	6285.0	6294.0	9.0	0.0049842285145238	2080.0	0.007309780665699822	0.00010373000000000066	0.00010320933430017862
scaffold_1	1230000	1240000	Karelia	0.00727605	0.00727605	6753.0	6753.0	0.0	0.0025978623304252	1656.0	0.007276563600882209	0.0	5.136008822091698e-07
scaffold_1	1230000	1240000	MIX Amur Basin	0.00787226	0.00819741	6817.0	6823.0	6.0	0.0040065141885367	1944.0	0.007872910484607712	0.00032514999999999974	0.00032449951539228854
scaffold_1	1230000	1240000	MIX Central Siberia	0.00705847	0.00722904	6799.0	6807.0	8.0	0.0024365856821004	2071.0	0.007058938889444604	0.0001705700000000001	0.0001701011105553962
scaffold_1	1230000	1240000	MIX Sibiryakov Island	0.00857911	0.00857911	6883.0	6883.0	0.0	0.0037991493939852	1853.0	0.0085799519095688	0.0	8.419095688001754e-07
scaffold_1	1230000	1240000	North America	0.00746909	0.0089735	6268.0	6327.0	59.0	0.0044570810387389	2223.0	0.0074696455738734666	0.0015044100000000003	0.001503854426126534
scaffold_1	1230000	1240000	Northern Ural	0.00670154	0.00706681	6760.0	6766.0	6.0	0.0014179949390277	1992.0	0.006701941293919297	0.00036527	0.00036486870608070255
scaffold_1	1230000	1240000	Scandinavia	0.00992168	0.0106198	5959.0	5974.0	15.0	0.0058553079109878	2310.0	0.009922982250053674	0.00069812	0.0006968177499463261
scaffold_1	1230000	1240000	Siberia SC	0.00152283	0.00152283	8622.0	8622.0	0.0	0.0006621207174813	2464.0	0.001522834708613119	0.0	4.708613118983504e-09
scaffold_1	1230000	1240000	West Siberia	0.00878648	0.00890484	6811.0	6816.0	5.0	0.0057036700592363	1991.0	0.00878738444780906	0.00011836000000000138	0.00011745555219094123
scaffold_1	1230000	1240000	admixed	0.00893727	0.00916663	7642.0	7647.0	5.0	0.0052863283416528	2410.0	0.008938221816812777	0.00022935999999999963	0.00022840818318722346
scaffold_1	1240000	1250000	Central Europe	0.00816306	0.00985937	6456.0	6548.0	92.0	0.0022477303546425	3871.0	0.00816378526664141	0.0016963099999999995	0.0016955847333585891
scaffold_1	1240000	1250000	East Siberia	0.00458713	0.00503643	8300.0	8312.0	12.0	0.001921819398419	3915.0	0.00458725869506141	0.0004492999999999997	0.00044917130493858995
scaffold_1	1240000	1250000	Karelia	0.000994611	0.00106209	8486.0	8487.0	1.0	0.0006431338781453	3626.0	0.00099461231189329	6.747899999999985e-05	6.747768810670988e-05
scaffold_1	1240000	1250000	MIX Amur Basin	0.00352657	0.00365629	7878.0	7881.0	3.0	0.0015268523998688	3442.0	0.0035266284785051855	0.00012971999999999984	0.00012966152149481444
scaffold_1	1240000	1250000	MIX Central Siberia	0.00413325	0.00437598	8022.0	8029.0	7.0	0.0009048848262246	3815.0	0.004133344148576905	0.00024273000000000003	0.00024263585142309495
scaffold_1	1240000	1250000	MIX Sibiryakov Island	0.00437609	0.00447074	8252.0	8253.0	1.0	0.001817761055869	3660.0	0.004376201737119752	9.464999999999994e-05	9.453826288024787e-05
scaffold_1	1240000	1250000	North America	0.00411133	0.00426474	7864.0	7880.0	16.0	0.0023206527798663	3799.0	0.004111422658603056	0.00015341000000000053	0.0001533173413969446
scaffold_1	1240000	1250000	Northern Ural	0.00538007	0.00574897	7779.0	7796.0	17.0	0.0010733852565092	3789.0	0.005380277635933871	0.00036890000000000013	0.00036869236406612913
scaffold_1	1240000	1250000	Scandinavia	0.00668847	0.00700482	7927.0	7935.0	8.0	0.0030836029704899	3840.0	0.006688868950567306	0.00031634999999999996	0.00031595104943269413
scaffold_1	1240000	1250000	Siberia SC	0.000456962	0.000456962	8724.0	8724.0	0.0	0.0002379367280575	3835.0	0.0004569621272269149	0.0	1.2722691492992808e-10
scaffold_1	1240000	1250000	West Siberia	0.00394476	0.00420212	8394.0	8401.0	7.0	0.0019175391696966	3855.0	0.003944841846571906	0.0002573599999999999	0.00025727815342809456
scaffold_1	1240000	1250000	admixed	0.00537645	0.0057554	8427.0	8437.0	10.0	0.0018054265569503	3834.0	0.005376657217089999	0.0003789500000000003	0.0003787427829100012
scaffold_1	1250000	1260000	Central Europe	0.00978867	0.0123479	6554.0	6703.0	149.0	0.0030132698730782	3886.0	0.009789920575163988	0.002559230000000001	0.002557979424836012
scaffold_1	1250000	1260000	East Siberia	0.00608245	0.00634439	8235.0	8251.0	16.0	0.0027947920528769	3917.0	0.006082750036699387	0.00026194000000000044	0.00026163996330061303
scaffold_1	1250000	1260000	Karelia	0.00154463	0.00167674	8561.0	8563.0	2.0	0.0010584165243599	3879.0	0.001544634913739549	0.00013210999999999995	0.00013210508626045102
scaffold_1	1250000	1260000	MIX Amur Basin	0.0063734	0.0064582	7747.0	7748.0	1.0	0.002771134126183	3466.0	0.006373745185277775	8.479999999999946e-05	8.445481472222488e-05
scaffold_1	1250000	1260000	MIX Central Siberia	0.00625428	0.00654741	8071.0	8085.0	14.0	0.0020264490388649	3851.0	0.006254606190041398	0.00029312999999999995	0.00029280380995860226
scaffold_1	1250000	1260000	MIX Sibiryakov Island	0.00437133	0.00451176	8254.0	8256.0	2.0	0.002136409227683	3764.0	0.004371441372897098	0.00014043000000000042	0.0001403186271029021
scaffold_1	1250000	1260000	North America	0.00416196	0.0044312	8004.0	8025.0	21.0	0.0021699311649	3873.0	0.004162056124134505	0.0002692399999999996	0.00026914387586549505
scaffold_1	1250000	1260000	Northern Ural	0.00662261	0.00683556	7764.0	7781.0	17.0	0.0017346373925828	3786.0	0.006622997281077811	0.00021294999999999994	0.00021256271892218948
scaffold_1	1250000	1260000	Scandinavia	0.00603054	0.00637577	8172.0	8190.0	18.0	0.003051183383207	3875.0	0.006030832420182578	0.0003452300000000002	0.0003449375798174224
scaffold_1	1250000	1260000	Siberia SC	0.000636768	0.000636768	8628.0	8628.0	0.0	0.000211083586674	3837.0	0.0006367683442567208	0.0	3.442567207863345e-10
scaffold_1	1250000	1260000	West Siberia	0.00550973	0.00577622	8315.0	8328.0	13.0	0.0024630134268195	3899.0	0.005509953012747365	0.0002664900000000003	0.0002662669872526349
scaffold_1	1250000	1260000	admixed	0.00632002	0.00656917	8426.0	8433.0	7.0	0.0026238255390349	3844.0	0.006320356584486069	0.00024915000000000007	0.00024881341551393106
scaffold_1	1260000	1270000	Central Europe	0.0115591	0.0137575	7132.0	7178.0	46.0	0.0045797191467068	4964.0	0.011561159258177826	0.0021984000000000014	0.0021963407418221746
scaffold_1	1260000	1270000	East Siberia	0.00638747	0.00722866	7931.0	7948.0	17.0	0.003251637633315	4769.0	0.006387817476434733	0.0008411899999999995	0.0008408425235652663
scaffold_1	1260000	1270000	Karelia	0.00406502	0.00406502	6867.0	6867.0	0.0	0.0036820017891836	3510.0	0.004065109562621444	0.0	8.95626214442169e-08
scaffold_1	1260000	1270000	MIX Amur Basin	0.00651816	0.00651816	7206.0	7206.0	0.0	0.0033970824609468	4067.0	0.006518529244289078	0.0	3.692442890777456e-07
scaffold_1	1260000	1270000	MIX Central Siberia	0.00700128	0.00748827	7718.0	7725.0	7.0	0.0024599704100339	4582.0	0.007001737584259211	0.00048698999999999965	0.0004865324157407886
scaffold_1	1260000	1270000	MIX Sibiryakov Island	0.00563184	0.00580359	7051.0	7052.0	1.0	0.0025647341805167	3798.0	0.005632078171428103	0.00017175000000000003	0.00017151182857189692
scaffold_1	1260000	1270000	North America	0.00509852	0.00541373	7272.0	7292.0	20.0	0.0025958376277977	4204.0	0.005098696714065479	0.00031521000000000066	0.000315033285934521
scaffold_1	1260000	1270000	Northern Ural	0.00584021	0.00649837	7380.0	7391.0	11.0	0.0016534956341921	4592.0	0.005840475597588401	0.0006581599999999996	0.0006578944024115988
scaffold_1	1260000	1270000	Scandinavia	0.00990441	0.0108653	7379.0	7393.0	14.0	0.0047807037691934	4699.0	0.00990570546166666	0.000960889999999999	0.0009595945383333391
scaffold_1	1260000	1270000	Siberia SC	0.000667391	0.000667391	8876.0	8876.0	0.0	0.0002464839785413	5142.0	0.0006673913963508317	0.0	3.963508317123693e-10
scaffold_1	1260000	1270000	West Siberia	0.00667283	0.00734225	7462.0	7469.0	7.0	0.0024848536514746	4321.0	0.00667322615844539	0.0006694199999999996	0.0006690238415546102
scaffold_1	1260000	1270000	admixed	0.00938758	0.00979563	8282.0	8285.0	3.0	0.0043282725755253	5101.0	0.00938868306140602	0.0004080500000000001	0.00040694693859398036
scaffold_1	1270000	1280000	Central Europe	0.00892815	0.0107853	7306.0	7416.0	110.0	0.0024701758229912	4440.0	0.00892909890595265	0.0018571500000000001	0.0018562010940473498
scaffold_1	1270000	1280000	East Siberia	0.00303243	0.00314216	8565.0	8577.0	12.0	0.0016530937394694	4437.0	0.0030324671801459347	0.00010973000000000016	0.00010969281985406549
scaffold_1	1270000	1280000	Karelia	0.00406395	0.00406395	8339.0	8339.0	0.0	0.002818328102552	4141.0	0.00406403949191568	0.0	8.949191568005666e-08
scaffold_1	1270000	1280000	MIX Amur Basin	0.00412869	0.00412869	7982.0	7982.0	0.0	0.002224570759348	3983.0	0.0041287838373128575	0.0	9.38373128575587e-08
scaffold_1	1270000	1280000	MIX Central Siberia	0.0051379	0.0054014	8096.0	8107.0	11.0	0.0017428874246542	4409.0	0.005138080840491351	0.00026349999999999985	0.00026331915950864905
scaffold_1	1270000	1280000	MIX Sibiryakov Island	0.00430668	0.00430668	8566.0	8566.0	0.0	0.0024500773128509	4290.0	0.004306786504154036	0.0	1.0650415403594404e-07
scaffold_1	1270000	1280000	North America	0.00298326	0.00318665	7344.0	7354.0	10.0	0.0012859234332572	3828.0	0.002983295400716477	0.0002033899999999999	0.0002033545992835232
scaffold_1	1270000	1280000	Northern Ural	0.00542632	0.00568045	8279.0	8292.0	13.0	0.0015840429446373	4340.0	0.0054265330369523464	0.00025413	0.00025391696304765364
scaffold_1	1270000	1280000	Scandinavia	0.0046586	0.00497149	7845.0	7855.0	10.0	0.0018298886128977	4094.0	0.004658734804690504	0.00031289000000000056	0.0003127551953094965
scaffold_1	1270000	1280000	Siberia SC	0.000277078	0.000277078	8792.0	8792.0	0.0	0.0002251740227122	4378.0	0.00027707802836252353	0.0	2.8362523538539436e-11
scaffold_1	1270000	1280000	West Siberia	0.00424554	0.00438825	8595.0	8600.0	5.0	0.001880366711219	4426.0	0.004245642032269705	0.00014270999999999989	0.00014260796773029466
scaffold_1	1270000	1280000	admixed	0.00475165	0.00480069	8620.0	8622.0	2.0	0.0019797256008236	4362.0	0.0047517930447975665	4.9040000000000195e-05	4.8896955202433305e-05
scaffold_1	1280000	1290000	Central Europe	0.01311	0.0153019	6617.0	6722.0	105.0	0.0044184217101019	4034.0	0.013113004324308	0.0021919	0.0021888956756920003
scaffold_1	1280000	1290000	East Siberia	0.00360799	0.00387983	8513.0	8524.0	11.0	0.0022820034996104	4080.0	0.003608052623121578	0.00027183999999999976	0.0002717773768784221
scaffold_1	1280000	1290000	Karelia	0.00292387	0.00297551	8383.0	8384.0	1.0	0.0013965365007387	3729.0	0.0029239033282810124	5.163999999999993e-05	5.160667171898734e-05
scaffold_1	1280000	1290000	MIX Amur Basin	0.00502601	0.00512772	7424.0	7426.0	2.0	0.0026026652429865	3373.0	0.005026179281220531	0.00010170999999999965	0.0001015407187794689
scaffold_1	1280000	1290000	MIX Central Siberia	0.00452865	0.00485179	8145.0	8155.0	10.0	0.0013632738635622	3991.0	0.004528773835456161	0.00032313999999999954	0.00032301616454383925
scaffold_1	1280000	1290000	MIX Sibiryakov Island	0.004566	0.004566	7868.0	7868.0	0.0	0.0023925021207204	3408.0	0.004566126924791328	0.0	1.2692479132818402e-07
scaffold_1	1280000	1290000	North America	0.00406251	0.00422091	8191.0	8205.0	14.0	0.0021831607524186	4023.0	0.004062599396819012	0.0001583999999999995	0.00015831060318098784
scaffold_1	1280000	1290000	Northern Ural	0.00639656	0.0068563	7793.0	7813.0	20.0	0.0013141298415443	3877.0	0.006396908962026619	0.00045974000000000015	0.00045939103797338135
scaffold_1	1280000	1290000	Scandinavia	0.00730465	0.00741138	7964.0	7969.0	5.0	0.0038471427176629	3822.0	0.007305169681158845	0.00010673000000000019	0.00010621031884115555
scaffold_1	1280000	1290000	Siberia SC	0.000386575	0.000386575	8559.0	8559.0	0.0	0.0003138195481558	3918.0	0.0003865750770264762	0.0	7.702647618042582e-11
scaffold_1	1280000	1290000	West Siberia	0.00384781	0.00402735	8466.0	8474.0	8.0	0.0025311030287555	4048.0	0.0038478859590620794	0.00017953999999999973	0.00017946404093792043
scaffold_1	1280000	1290000	admixed	0.00548479	0.00554392	8154.0	8156.0	2.0	0.0024361827889844	3666.0	0.0054850099980082116	5.913000000000012e-05	5.891000199178837e-05
scaffold_1	1290000	1300000	Central Europe	0.014966	0.0181069	7397.0	7557.0	160.0	0.0057443815473333	3889.0	0.014970469469307595	0.0031408999999999986	0.003136430530692404
scaffold_1	1290000	1300000	East Siberia	0.00318935	0.00395136	8346.0	8381.0	35.0	0.0023534815348702	3928.0	0.003189393255892864	0.00076201	0.0007619667441071359
scaffold_1	1290000	1300000	Karelia	0.00291419	0.00308952	8466.0	8470.0	4.0	0.0018939261995778	3856.0	0.002914222998357807	0.00017533000000000002	0.00017529700164219293
scaffold_1	1290000	1300000	MIX Amur Basin	0.00820526	0.00833738	7787.0	7790.0	3.0	0.003677795887857	3446.0	0.008205996572970626	0.00013211999999999946	0.0001313834270293742
scaffold_1	1290000	1300000	MIX Central Siberia	0.00400742	0.00435919	8330.0	8352.0	22.0	0.0012546995306911	3852.0	0.0040075058090947805	0.0003517699999999995	0.00035168419090521926
scaffold_1	1290000	1300000	MIX Sibiryakov Island	0.0105539	0.0107111	7865.0	7867.0	2.0	0.0029591427796511	3383.0	0.010555467392127607	0.0001571999999999997	0.00015563260787239235
scaffold_1	1290000	1300000	North America	0.00479796	0.00545055	7502.0	7534.0	32.0	0.0027038997662447	3344.0	0.004798107268073492	0.0006525899999999998	0.0006524427319265086
scaffold_1	1290000	1300000	Northern Ural	0.00707271	0.00772866	7951.0	7995.0	44.0	0.0009958024105965	3783.0	0.0070731817330347	0.0006559499999999998	0.0006554782669652998
scaffold_1	1290000	1300000	Scandinavia	0.00845282	0.00906842	8224.0	8259.0	35.0	0.0044584543844332	3836.0	0.008453625273855687	0.0006156000000000009	0.0006147947261443132
scaffold_1	1290000	1300000	Siberia SC	0.000742702	0.000742702	8762.0	8762.0	0.0	0.0005277184094567	3832.0	0.0007427025462387642	0.0	5.462387641817432e-10
scaffold_1	1290000	1300000	West Siberia	0.00794326	0.00823924	8402.0	8415.0	13.0	0.0030105524507043	3910.0	0.00794392824400479	0.0002959799999999995	0.00029531175599521037
scaffold_1	1290000	1300000	admixed	0.00966459	0.00996725	8497.0	8505.0	8.0	0.0036837691455669	3828.0	0.009665793619016616	0.00030265999999999973	0.000301456380983384
scaffold_1	1300000	1310000	Central Europe	0.0169251	0.0195248	6566.0	6674.0	108.0	0.0093425401905807	3467.0	0.016931564463187092	0.0025997	0.002593235536812906
scaffold_1	1300000	1310000	East Siberia	0.00321866	0.00335637	8445.0	8462.0	17.0	0.0011683886005301	3500.0	0.0032187044594458336	0.0001377100000000001	0.00013766554055416646
scaffold_1	1300000	1310000	Karelia	0.00280555	0.00280555	8593.0	8593.0	0.0	0.0012720390099398	3483.0	0.0028055794437265493	0.0	2.9443726549342047e-08
scaffold_1	1300000	1310000	MIX Amur Basin	0.00499651	0.00535359	7856.0	7864.0	8.0	0.0026875726553823	3089.0	0.004996676317910212	0.00035708000000000007	0.0003569136820897878
scaffold_1	1300000	1310000	MIX Central Siberia	0.0044635	0.00460575	8318.0	8333.0	15.0	0.0011086730663391	3429.0	0.004463618567415663	0.00014225000000000002	0.0001421314325843366
scaffold_1	1300000	1310000	MIX Sibiryakov Island	0.00499866	0.00499866	8318.0	8318.0	0.0	0.0015890635041187	3291.0	0.004998826532702576	0.0	1.6653270257585562e-07
scaffold_1	1300000	1310000	North America	0.00576031	0.00629195	7500.0	7535.0	35.0	0.0036051799996458	3365.0	0.005760564845110438	0.0005316399999999999	0.0005313851548895618
scaffold_1	1300000	1310000	Northern Ural	0.00822034	0.00870973	7800.0	7831.0	31.0	0.0013306944413979	3389.0	0.008221080641560824	0.000489390000000001	0.0004886493584391766
scaffold_1	1300000	1310000	Scandinavia	0.0170172	0.0176071	8019.0	8045.0	26.0	0.0088122545454669	3454.0	0.017023770569990573	0.0005899000000000008	0.0005833294300094279
scaffold_1	1300000	1310000	Siberia SC	0.00066918	0.00066918	8666.0	8666.0	0.0	0.0002418845001511	3412.0	0.0006691803995467426	0.0	3.995467425877211e-10
scaffold_1	1300000	1310000	West Siberia	0.00384511	0.00395657	8607.0	8612.0	5.0	0.0013055928109571	3491.0	0.003845185799273324	0.00011146000000000029	0.00011138420072667656
scaffold_1	1300000	1310000	admixed	0.00603637	0.0062352	8531.0	8537.0	6.0	0.002014066316308	3425.0	0.006036663269090792	0.00019882999999999967	0.00019853673090920818
scaffold_1	1310000	1320000	Central Europe	0.0112698	0.0124652	7279.0	7377.0	98.0	0.0033989232897062	3885.0	0.01127170847890215	0.0011953999999999992	0.0011934915210978485
scaffold_1	1310000	1320000	East Siberia	0.00370153	0.0040936	8366.0	8385.0	19.0	0.0021842303732719	3935.0	0.0037015976211507836	0.00039207	0.00039200237884921656
scaffold_1	1310000	1320000	Karelia	0.000797794	0.000797794	8734.0	8734.0	0.0	0.0003547886295893	3935.0	0.0007977946770348649	0.0	6.77034864911448e-10
scaffold_1	1310000	1320000	MIX Amur Basin	0.00307205	0.00316588	7641.0	7644.0	3.0	0.0013413359203662	3444.0	0.0030720886565931316	9.382999999999961e-05	9.379134340686823e-05
scaffold_1	1310000	1320000	MIX Central Siberia	0.00452953	0.0048602	8140.0	8153.0	13.0	0.0022539330258678	3850.0	0.004529653907660711	0.0003306699999999999	0.00033054609233928913
scaffold_1	1310000	1320000	MIX Sibiryakov Island	0.00402715	0.00409169	8350.0	8351.0	1.0	0.0021467290971648	3797.0	0.004027237082753978	6.454000000000008e-05	6.445291724602262e-05
scaffold_1	1310000	1320000	North America	0.00375775	0.00388352	7986.0	7995.0	9.0	0.0019986939334335	3882.0	0.003757820749339058	0.0001257700000000003	0.00012569925066094204
scaffold_1	1310000	1320000	Northern Ural	0.00557165	0.006039	7953.0	7972.0	19.0	0.0019611886895162	3805.0	0.00557188061641567	0.00046735000000000006	0.0004671193835843303
scaffold_1	1310000	1320000	Scandinavia	0.00742153	0.00759037	8278.0	8281.0	3.0	0.0040912818265628	3882.0	0.007422075028331984	0.00016883999999999996	0.00016829497166801627
scaffold_1	1310000	1320000	Siberia SC	0.000364303	0.000364303	8604.0	8604.0	0.0	0.0001055225081963	3808.0	0.0003643030644654442	0.0	6.446544421325959e-11
scaffold_1	1310000	1320000	West Siberia	0.00539815	0.00574183	8233.0	8242.0	9.0	0.0030553232760574	3921.0	0.005398359736289917	0.00034367999999999985	0.00034347026371008265
scaffold_1	1310000	1320000	admixed	0.00620436	0.00646361	8289.0	8294.0	5.0	0.0032117655757064	3843.0	0.006204678441531815	0.00025924999999999993	0.00025893155846818446
scaffold_1	1320000	1330000	Central Europe	0.0107512	0.0123537	7450.0	7562.0	112.0	0.0031146823157004	4131.0	0.010752856950595257	0.0016024999999999998	0.0016008430494047435
scaffold_1	1320000	1330000	East Siberia	0.00478159	0.00490624	8717.0	8725.0	8.0	0.0031558162838812	4186.0	0.0047817357658334995	0.00012465000000000045	0.00012450423416650053
scaffold_1	1320000	1330000	Karelia	0.000407901	0.000407901	8883.0	8883.0	0.0	0.000245040845011	4184.0	0.0004079010904905123	0.0	9.04905122730594e-11
scaffold_1	1320000	1330000	MIX Amur Basin	0.00642281	0.00653236	7919.0	7921.0	2.0	0.003712838332601	3705.0	0.006423163275859138	0.00010954999999999993	0.0001091967241408625
scaffold_1	1320000	1330000	MIX Central Siberia	0.00568349	0.00587898	8263.0	8270.0	7.0	0.0026011105125767	4093.0	0.005683734784569226	0.00019548999999999955	0.00019524521543077406
scaffold_1	1320000	1330000	MIX Sibiryakov Island	0.00517505	0.00517505	8522.0	8522.0	0.0	0.0028935583878746	4045.0	0.005175234791668677	0.0	1.8479166867708952e-07
scaffold_1	1320000	1330000	North America	0.00509348	0.00516906	8356.0	8361.0	5.0	0.003142673019269	4124.0	0.005093656190526043	7.557999999999957e-05	7.540380947395654e-05
scaffold_1	1320000	1330000	Northern Ural	0.00648356	0.0065386	8226.0	8230.0	4.0	0.0022314252357886	4056.0	0.006483923395327856	5.5040000000000124e-05	5.467660467214398e-05
scaffold_1	1320000	1330000	Scandinavia	0.00444284	0.00468573	8537.0	8543.0	6.0	0.0030917741173929	4124.0	0.0044429569286017715	0.00024288999999999995	0.00024277307139822842
scaffold_1	1320000	1330000	Siberia SC	0.000312886	0.000312886	8738.0	8738.0	0.0	0.0002404124207035	4074.0	0.00031288604084107175	0.0	4.0841071735457646e-11
scaffold_1	1320000	1330000	West Siberia	0.0075382	0.00775874	8540.0	8546.0	6.0	0.0044710098497222	4174.0	0.007538771138851524	0.00022053999999999997	0.00021996886114847639
scaffold_1	1320000	1330000	admixed	0.00801871	0.00806853	8533.0	8534.0	1.0	0.0039733666906093	4086.0	0.00801939746763745	4.9820000000000766e-05	4.913253236255022e-05
scaffold_1	1330000	1340000	Central Europe	0.0112948	0.0121014	7710.0	7784.0	74.0	0.0035675118963855	4601.0	0.011296721207936688	0.0008065999999999993	0.0008046787920633122
scaffold_1	1330000	1340000	East Siberia	0.00591596	0.00612369	8874.0	8881.0	7.0	0.0034672426791914	4640.0	0.0059162360669539164	0.0002077300000000006	0.00020745393304608378
scaffold_1	1330000	1340000	Karelia	0.000563746	0.00058339	9053.0	9054.0	1.0	0.0004363889503783	4640.0	0.000563746238885152	1.9644000000000085e-05	1.9643761114848082e-05
scaffold_1	1330000	1340000	MIX Amur Basin	0.00340179	0.00340179	8202.0	8202.0	0.0	0.0017607028595502	4159.0	0.0034018424881465167	0.0	5.248814651664935e-08
scaffold_1	1330000	1340000	MIX Central Siberia	0.00480865	0.00493819	8511.0	8520.0	9.0	0.001818069307706	4559.0	0.004808798254621455	0.00012954000000000004	0.00012939174537854488
scaffold_1	1330000	1340000	MIX Sibiryakov Island	0.00435941	0.00435941	8760.0	8760.0	0.0	0.0026347536037277	4527.0	0.004359520464284748	0.0	1.1046428474801445e-07
scaffold_1	1330000	1340000	North America	0.0050319	0.00526334	8628.0	8640.0	12.0	0.0029834097931443	4595.0	0.005032069877062149	0.0002314400000000003	0.0002312701229378513
scaffold_1	1330000	1340000	Northern Ural	0.00715029	0.00725847	8452.0	8459.0	7.0	0.0022494602740492	4538.0	0.007150777427137839	0.00010818000000000026	0.00010769257286216173
scaffold_1	1330000	1340000	Scandinavia	0.0074032	0.0075461	8708.0	8710.0	2.0	0.0037617837447835	4595.0	0.0074037409998978145	0.00014289999999999962	0.0001423590001021855
scaffold_1	1330000	1340000	Siberia SC	0.000270934	0.000270934	8865.0	8865.0	0.0	3.0271596766186223e-05	4537.0	0.00027093402651729765	0.0	2.651729763504182e-11
scaffold_1	1330000	1340000	West Siberia	0.00542598	0.00552291	8910.0	8916.0	6.0	0.0030686687992812	4630.0	0.005426192996909726	9.692999999999941e-05	9.67170030902742e-05
scaffold_1	1330000	1340000	admixed	0.00779968	0.00779968	8800.0	8800.0	0.0	0.0042432594720671	4556.0	0.007800312658127995	0.0	6.326581279952198e-07
scaffold_1	1340000	1350000	Central Europe	0.00748946	0.00834386	8077.0	8166.0	89.0	0.0023763986772239	5278.0	0.007490020131831187	0.0008544	0.0008538398681688132
scaffold_1	1340000	1350000	East Siberia	0.00143109	0.00145354	9221.0	9226.0	5.0	0.0008171759802983	5309.0	0.0014310939078652283	2.2449999999999814e-05	2.2446092134771568e-05
scaffold_1	1340000	1350000	Karelia	0.000694395	0.000694395	9281.0	9281.0	0.0	0.0004047501556543	5308.0	0.0006943954464352634	0.0	4.464352634315008e-10
scaffold_1	1340000	1350000	MIX Amur Basin	0.00331007	0.0033666	8443.0	8444.0	1.0	0.0018370478165934	4792.0	0.003310118355989106	5.652999999999995e-05	5.648164401089381e-05
scaffold_1	1340000	1350000	MIX Central Siberia	0.00224675	0.00229108	8932.0	8940.0	8.0	0.0008616597282878	5240.0	0.0022467651217825168	4.432999999999998e-05	4.431487821748327e-05
scaffold_1	1340000	1350000	MIX Sibiryakov Island	0.00335968	0.00335968	9069.0	9069.0	0.0	0.0015702035945868	5200.0	0.003359730562958688	0.0	5.056295868804961e-08
scaffold_1	1340000	1350000	North America	0.00236476	0.00243409	8870.0	8878.0	8.0	0.0013625775968129	5274.0	0.002364777631933882	6.932999999999983e-05	6.931236806611771e-05
scaffold_1	1340000	1350000	Northern Ural	0.0035856	0.00364518	8810.0	8813.0	3.0	0.0006723602319599	5215.0	0.0035856614644860026	5.958000000000005e-05	5.951853551399745e-05
scaffold_1	1340000	1350000	Scandinavia	0.00478979	0.00496519	9072.0	9077.0	5.0	0.0022414489840087	5274.0	0.004789936517046468	0.00017540000000000004	0.00017525348295353241
scaffold_1	1340000	1350000	Siberia SC	0.000200754	0.000200754	9183.0	9183.0	0.0	9.83722899312448e-05	5224.0	0.00020075401078776205	0.0	1.0787762041086432e-11
scaffold_1	1340000	1350000	West Siberia	0.00305661	0.00311048	9089.0	9095.0	6.0	0.0016942438516468	5298.0	0.0030566480766581953	5.387000000000013e-05	5.383192334180477e-05
scaffold_1	1340000	1350000	admixed	0.00453317	0.00464367	9112.0	9116.0	4.0	0.0021152110422432	5238.0	0.004533294206623141	0.00011049999999999949	0.00011037579337685923
