sample_id	chromosome	window_pos_1	window_pos_2	group	bial_pi	mult_pi	bial_sites	mult_sites	sites_gained_mult_vs_bial	pixy_pi	pixy_sites	expected_mult_pi	abs_diff_bial	abs_diff_expected
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep62	1	0	10000000	POP1	0.164956	0.166966	460053.0	467288.0	7235.0	0.1648421050272357	459630.0	0.1709407096776464	0.0020100000000000118	0.003974709677646404
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep63	1	0	10000000	POP1	0.165842	0.167694	455352.0	462115.0	6763.0	0.1657330595070214	454951.0	0.17192366251217023	0.0018520000000000203	0.004229662512170218
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep64	1	0	10000000	POP1	0.165219	0.167151	454940.0	461855.0	6915.0	0.1651074291362743	454553.0	0.1712323807682646	0.0019319999999999893	0.004081380768264614
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep65	1	0	10000000	POP1	0.169115	0.171114	465219.0	472496.0	7277.0	0.1689986988554542	464786.0	0.17556389233546116	0.0019990000000000008	0.00444989233546117
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep67	1	0	10000000	POP1	0.165131	0.167064	460143.0	467379.0	7236.0	0.1650167392148691	459729.0	0.17113477722925746	0.0019329999999999903	0.004070777229257472
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep69	1	0	10000000	POP1	0.165027	0.166847	460130.0	467070.0	6940.0	0.1649109392736036	459736.0	0.17101944078116627	0.0018199999999999883	0.00417244078116627
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep70	1	0	10000000	POP1	0.165175	0.167148	463436.0	470732.0	7296.0	0.1650616214608094	463017.0	0.17118357771964582	0.0019730000000000025	0.0040355777196458276
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep71	1	0	10000000	POP1	0.165381	0.167296	451263.0	458089.0	6826.0	0.1652588801783283	450847.0	0.17141208678000178	0.001915	0.004116086780001776
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep72	1	0	10000000	POP1	0.163787	0.165683	464316.0	471635.0	7319.0	0.1636765634734321	463887.0	0.16964537302384586	0.0018960000000000088	0.003962373023845861
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep82	1	0	10000000	POP1	0.1682	0.170117	463764.0	471057.0	7293.0	0.1680799318907158	463370.0	0.17454478209066665	0.001917000000000002	0.00442778209066666
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep83	1	0	10000000	POP1	0.167412	0.169336	457930.0	464978.0	7048.0	0.1673014982903519	457554.0	0.17366802522090471	0.0019239999999999813	0.004332025220904728
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep92	1	0	10000000	POP1	0.163554	0.165485	462552.0	469813.0	7261.0	0.1634440300823968	462103.0	0.16938740657327395	0.0019309999999999883	0.0039024065732739532
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep94	1	0	10000000	POP1	0.168419	0.170332	457072.0	464042.0	6970.0	0.1683077672261235	456675.0	0.1747885974990721	0.001912999999999998	0.004456597499072096
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep95	1	0	10000000	POP1	0.167158	0.168965	449223.0	455783.0	6560.0	0.1670568455644558	448859.0	0.17338559319587776	0.001807000000000003	0.004420593195877759
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep96	1	0	10000000	POP1	0.163979	0.165919	461571.0	468778.0	7207.0	0.1638749879668619	461195.0	0.16985799969195034	0.0019399999999999973	0.003938999691950329
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep97	1	0	10000000	POP1	0.165701	0.167785	460800.0	468149.0	7349.0	0.1655820889041611	460373.0	0.17176716368395611	0.0020840000000000025	0.003982163683956125
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep98	1	0	10000000	POP1	0.166756	0.168592	452862.0	459655.0	6793.0	0.1666401719525093	452447.0	0.1729387707533456	0.0018360000000000043	0.004346770753345608
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep99	1	0	10000000	POP1	0.164582	0.166519	452837.0	459850.0	7013.0	0.1644687136904723	452467.0	0.1705260950204605	0.0019369999999999943	0.0040070950204605105
